order_id,customer_name,customer_dob,customer_gender,order_date,order_cost,store_location
7659,Emily Smith,1995/07/28,M,2022/11/25,39.23,ShoppingMall
#4187,Diana Smith,1980-12-19,FEMALE,2022-04-06,12.08,Suburbs
#9961,Jane Price,2002/10/12,MALE,2021/01/15,31.42,Suburbs
#4474,Lisa Clark,2005-04-06,M,2021/04/05,52.19,AirportStore
#7401,Marcia Johnson,1992-04-16,MALE,2020/10/12,148.93,Downtown
#3065,Samantha Schmidt,1985-10-30,M,2022/12/02,64.86,ShoppingMall
#7400,Emily Hall,2003-10-12,MALE,2020-06-18,192.25,ShoppingMall
#7862,Renan White,1976-04-22,F,2020/06/25,16.14,ShoppingMall
4590,Philip Wilson,1999/08/31,FEMALE,2020-04-25,31.73,Downtown
#3201,Jason Ray,1979-04-04,F,2022/06/02,137.60,Downtown
1157,Michelle Hughes,1987/12/23,F,2020-05-04,114.53,Downtown
5091,Diana Taylor,1995-01-01,MALE,2022/05/11,80.42,ShoppingMall
#7830,Melissa Kim,1985/09/11,FEMALE,2021-12-18,132.85,Downtown
#7202,Melissa Young,1989-12-13,F,2022-03-28,46.42,Suburbs
8003,Sarah Baker,1994-10-19,M,2020/02/24,148.46,ShoppingMall
4157,Anna Davis,1976-02-13,MALE,2020-09-05,78.61,Suburbs
#6918,Joshua Carter,1974/02/28,FEMALE,2023-09-26,195.28,Suburbs
5701,Samantha Price,1970-03-29,FEMALE,2023-06-22,187.14,AirportStore
7362,Amanda Brown,1975/12/08,FEMALE,2022-04-30,55.60,Downtown
#7836,Arthur Schmidt,1973-10-05,MALE,2022-05-12,157.70,AirportStore
#6007,Bruna Doe,1975/06/23,MALE,2023-03-10,131.24,OutletCenter
4081,Sarah Scott,1994/07/22,FEMALE,2023-09-25,68.54,ShoppingMall
#7996,Robert Smith,1988-12-17,F,2020-12-14,114.48,Downtown
#8357,Marcia Black,2002/03/23,MALE,2020-06-01,27.04,Downtown
9765,Jerry Doe,1979-05-05,F,2023-08-11,195.85,Downtown
7747,Melissa Ross,1984-12-21,M,2022-05-27,26.59,ShoppingMall
#3495,Arthur Nguyen,1999/09/01,MALE,2022/11/10,144.10,Suburbs
#7734,Julia Hall,1999-08-23,FEMALE,2023-04-03,108.75,OutletCenter
#10841,Samantha Baker,1981/01/18,FEMALE,2022/01/31,163.52,AirportStore
7120,Clara Green,2004/04/02,F,2020-12-12,81.23,OutletCenter
2587,Arthur Clark,2003/11/03,F,2020-08-02,53.99,AirportStore
#3225,Monica White,1993-07-31,M,2021/11/17,188.18,AirportStore
5382,Amanda White,1977-12-01,FEMALE,2023-12-30,141.26,ShoppingMall
#7046,Mike Taylor,1999-02-11,M,2021-01-01,106.64,ShoppingMall
#8962,Robert Taylor,1982/05/31,M,2021-04-05,91.11,AirportStore
7494,Jane Baker,1989/04/05,FEMALE,2021/11/01,98.13,Downtown
1623,Jason Young,2004-11-29,M,2023/04/20,136.46,Downtown
#4026,Derek Ray,1979/01/29,M,2023-08-02,76.16,ShoppingMall
5411,Julia Kim,2000-03-29,MALE,2021-02-25,32.44,ShoppingMall
#9473,Melissa White,1993/02/13,M,2023/12/13,22.18,ShoppingMall
4006,Diana Young,2001/04/23,M,2020/08/27,23.92,OutletCenter
#7154,Peter Lee,1974-01-08,MALE,2020-12-24,25.66,Downtown
7919,Lisa Carter,1990-01-25,M,2020-04-15,187.87,OutletCenter
7433,Clara Schmidt,2002/10/26,MALE,2021-12-16,73.29,ShoppingMall
#2984,Samantha Ross,1992/06/07,FEMALE,2021/02/23,70.05,Suburbs
3486,Melissa White,1986-03-07,FEMALE,2023/06/14,169.29,ShoppingMall
#6410,Jerry White,1995-01-14,MALE,2020-11-29,98.07,Suburbs
8800,Samantha Martins,1982/02/05,MALE,2020/06/11,174.61,Downtown
6278,David Black,1997-06-26,F,2020-04-27,142.27,OutletCenter
8277,Melissa Price,2004/11/09,F,2022-12-01,182.53,AirportStore
2359,Julia Johnson,1986/07/09,F,2020/12/10,142.92,ShoppingMall
3290,Philip Taylor,1977/03/11,MALE,2023-06-17,126.52,ShoppingMall
#5862,David Scott,1972/03/16,F,2023/06/05,14.89,ShoppingMall
#6457,Michelle Smith,1974-07-06,FEMALE,2021-12-12,25.88,AirportStore
#8130,Emily Green,1993-07-07,F,2023-09-02,88.75,ShoppingMall
4892,Anna Ray,2004-04-23,MALE,2022-03-29,126.94,Suburbs
8098,Lisa Scott,1977-03-01,F,2021/04/13,151.36,AirportStore
#9287,Amanda Black,2001-07-04,F,2022-12-20,54.15,Downtown
2548,Derek Brown,2001-06-08,M,2023/07/08,53.95,ShoppingMall
#8075,Arthur Lee,1981/04/13,MALE,2021-04-28,127.29,ShoppingMall
#1146,Philip Hall,1983/07/28,FEMALE,2021/01/14,71.41,Downtown
8145,Emily Thomas,1990-03-24,F,2021/06/26,34.18,AirportStore
#5955,Jerry White,1991/07/11,MALE,2020-09-11,195.16,Suburbs
#5382,Emily Doe,1998/11/20,MALE,2022/07/11,83.61,ShoppingMall
#4937,Derek Hughes,1984-11-28,M,2020-10-21,149.99,AirportStore
7094,Anna Lee,1995/09/15,M,2022/12/30,140.58,Downtown
4785,Diana Hughes,1996-10-25,F,2023/05/11,94.51,OutletCenter
#6249,Derek Ray,1985/02/08,FEMALE,2021-05-01,59.31,Suburbs
3988,Anna Hughes,2004-07-13,F,2022-12-22,42.88,Suburbs
7576,Jane Ross,1995/04/08,MALE,2023/11/22,160.81,Downtown
4805,Derek Kim,1974/02/20,F,2022/05/04,188.73,AirportStore
9905,Melissa Smith,1972-06-26,F,2022/08/08,53.52,OutletCenter
#9100,Bruna Scott,1997/11/23,F,2021-01-30,13.78,Downtown
2187,Julia Baker,1992/04/10,F,2021/10/26,163.10,ShoppingMall
#9461,Clara Wilson,1971-07-26,MALE,2021/07/26,64.52,OutletCenter
7408,Mike Price,1976-11-05,MALE,2023-07-22,191.84,Downtown
#8177,Jerry Thomas,1970/12/05,FEMALE,2023/08/20,191.54,Suburbs
#2742,Derek Wilson,2004/06/19,M,2021/05/18,121.78,Suburbs
4321,Sarah White,1996/03/05,M,2022/01/25,40.06,AirportStore
#9589,Derek Taylor,1976/06/21,FEMALE,2023/09/27,84.74,AirportStore
#4457,Michelle Doe,1979-05-26,F,2023-06-12,59.80,AirportStore
3242,Marcia Perez,1978-07-17,FEMALE,2023-07-20,191.63,ShoppingMall
#5045,Bruna White,1985/04/24,F,2023/10/08,85.49,Downtown
9808,Derek Thomas,1987-01-22,M,2020/12/23,52.84,OutletCenter
#10568,Anna Thomas,1989/08/15,M,2020-08-12,104.56,OutletCenter
1935,Jack Brown,2002-02-09,F,2021-11-18,177.29,ShoppingMall
#4109,Samantha Doe,1971-08-17,F,2022/09/03,115.01,ShoppingMall
9156,David Hughes,1997-11-26,FEMALE,2022-05-15,97.66,Suburbs
#2185,Samantha Black,1993-12-05,F,2021-05-25,56.60,Downtown
5355,Emily Price,1980-07-17,MALE,2022/02/02,194.42,Downtown
4917,John Martins,1972/11/05,FEMALE,2023/10/05,56.59,Suburbs
#8636,Julia Carter,1991-10-12,FEMALE,2020-04-22,29.16,AirportStore
#7403,Karen Rocha,2001-05-16,F,2021-12-11,34.56,OutletCenter
3685,Bruna Lee,1972/10/28,FEMALE,2020/07/03,171.67,Downtown
5290,Amanda Perez,2005/12/04,MALE,2020-09-08,98.27,ShoppingMall
9800,Julia Perez,1995/03/08,M,2023/07/19,42.16,ShoppingMall
8451,Jack Johnson,1991-02-20,M,2022-03-20,142.88,Suburbs
6282,Amanda Pereira,1994-09-07,FEMALE,2022-06-18,36.37,AirportStore
3274,Lisa Davis,1982-04-19,F,2020-06-23,126.33,OutletCenter
5613,Mike Young,2000/10/19,MALE,2020-06-10,183.87,OutletCenter
1885,Jason Carter,2004-08-23,MALE,2021/04/02,97.73,OutletCenter
4528,Jack Wilson,1979-10-10,MALE,2020/09/26,45.05,Downtown
7615,Clara Price,1988/10/01,F,2020/01/16,105.71,Downtown
4637,Philip Brown,1983/04/15,MALE,2020-04-24,195.91,AirportStore
#4697,Bruna Smith,1986/05/05,F,2022-05-16,46.75,AirportStore
#3759,Clara Green,1976-08-17,F,2020-12-30,21.25,Downtown
4969,Robert Hughes,2004/08/10,F,2023/11/21,175.82,Downtown
1406,Peter Pereira,1998/06/26,MALE,2022-10-29,111.81,ShoppingMall
4278,Arthur Brown,1992-05-29,M,2020/10/12,125.88,OutletCenter
8536,Clara Taylor,2005-12-31,F,2023/04/12,143.36,Downtown
4354,Amanda Perez,1971-01-12,MALE,2022/10/20,16.75,OutletCenter
8830,Diana Wilson,1987-02-11,M,2021-12-09,134.22,ShoppingMall
#1722,Karen Thomas,1998-10-11,F,2021/06/12,64.37,ShoppingMall
#10578,John Kim,1995/02/02,M,2023-09-25,12.70,AirportStore
7667,David Kim,1990/12/22,M,2020-11-08,189.07,AirportStore
2432,Peter Pereira,2002-12-03,FEMALE,2022-04-12,125.31,Downtown
4633,Amanda Clark,1996/06/05,F,2021-09-23,108.96,OutletCenter
1647,Sarah Kim,1987-06-17,FEMALE,2023-01-11,77.92,Downtown
#5256,Julia Wilson,1971/12/13,FEMALE,2020/09/17,60.39,Suburbs
9955,Joshua Scott,1978-02-03,F,2023/03/29,195.42,ShoppingMall
#1317,Joshua Carter,1997/09/18,FEMALE,2021/11/23,108.71,Downtown
4234,Mike Pereira,1998/04/01,MALE,2022/01/29,174.34,Suburbs
#10804,Emily Baker,2000-03-10,MALE,2021-06-04,107.34,Suburbs
5096,Sarah Nguyen,1994-03-29,MALE,2023/11/08,155.13,Suburbs
7954,Monica White,1991-12-02,FEMALE,2022-02-15,111.14,Suburbs
#9088,Joshua Kim,1975-04-15,F,2022/10/08,37.44,Suburbs
#2121,Jason Johnson,1989-08-14,M,2020/04/21,191.84,ShoppingMall
#9441,Jane Wilson,1993-06-18,F,2020-04-04,198.75,OutletCenter
#3583,Diana Young,1971-08-16,M,2022/02/19,44.98,Downtown
3288,Diana Schmidt,1993-04-06,MALE,2023-06-05,156.49,OutletCenter
#2099,Julia Perez,1997-07-24,MALE,2020/11/12,165.76,AirportStore
#8442,Jane Price,1972-12-08,FEMALE,2022-03-08,49.76,Downtown
#5850,Marcia Ray,2004/12/21,M,2021-09-30,35.21,AirportStore
#4843,Melissa Carter,1985-09-24,M,2021/10/31,35.33,Downtown
2009,Lisa Johnson,1990/12/03,MALE,2021/10/11,164.96,Downtown
10084,Renan Doe,1978/04/07,M,2022/02/08,109.40,Suburbs
7089,Renan Price,1995/12/07,MALE,2023/09/12,25.32,Suburbs
#4895,Monica Johnson,1979/07/03,M,2020/03/18,153.82,AirportStore
#6448,John Ray,1972/02/03,FEMALE,2022-03-25,71.98,Suburbs
#3208,Lisa Pereira,1976-10-29,MALE,2021-11-08,125.82,AirportStore
9082,Peter Green,1973/11/05,MALE,2020/10/14,61.67,Downtown
#2583,Diana Scott,1990-10-24,F,2020/09/20,133.75,OutletCenter
2064,Philip Davis,1983-01-02,FEMALE,2023-11-02,42.88,OutletCenter
5454,Jason Black,1985/03/15,M,2021-07-01,13.37,AirportStore
#5857,Peter Hughes,2005/12/16,M,2020/11/22,75.09,ShoppingMall
#3288,Melissa Young,1983-11-15,M,2022/07/09,165.12,OutletCenter
9901,Joshua Schmidt,1986-06-16,FEMALE,2022-02-05,43.21,AirportStore
#1719,Derek Doe,1973-01-09,F,2021/04/02,40.46,ShoppingMall
#9779,John Scott,1993-03-07,F,2023-10-07,84.87,OutletCenter
#4638,Robert Brown,1971-08-11,M,2023/07/29,170.18,ShoppingMall
2533,Clara Carter,1986/06/12,FEMALE,2020-05-01,131.54,OutletCenter
5559,Joshua Smith,1991/05/29,M,2020/02/07,79.07,AirportStore
5266,Bruna Taylor,1971/05/22,FEMALE,2020/12/22,11.76,AirportStore
#9403,Philip Baker,2003/12/09,MALE,2023/12/19,111.39,Suburbs
6487,Jerry Scott,1983/03/12,MALE,2022/12/05,174.98,AirportStore
#4225,Melissa Scott,1971-04-29,MALE,2020/07/18,144.74,Downtown
5892,Monica Black,1974/08/17,F,2023/01/04,168.00,Downtown
8788,Jack Green,2004/01/30,F,2022-04-17,175.45,OutletCenter
#7817,Karen Scott,1982-03-24,F,2023-03-20,199.43,AirportStore
2362,Monica Doe,1970/02/11,MALE,2022-09-30,120.95,OutletCenter
4527,Diana Young,1973/02/23,M,2022-04-19,60.13,ShoppingMall
2664,Karen Lee,1982/04/18,F,2021-10-13,35.37,Downtown
#5927,Jane Black,1988-01-08,M,2020-07-18,196.33,AirportStore
#2207,Peter Schmidt,1995/06/26,MALE,2022-04-05,114.15,AirportStore
8546,Renan Black,2003/07/14,F,2022/05/23,92.84,Downtown
7444,Sarah Price,1975/08/20,M,2022/11/29,66.83,Downtown
8516,Robert Martins,1995-06-14,MALE,2022-02-11,199.06,Suburbs
#1607,John Hughes,2000-12-21,MALE,2021-05-15,111.15,Downtown
#3398,Jerry Thomas,2003-10-07,M,2023-07-19,97.54,Downtown
2936,Samantha Brown,1973-05-22,F,2020/03/12,151.08,Downtown
#5413,Peter Young,1973/03/19,M,2020-07-09,50.88,OutletCenter
6488,Samantha Scott,1989-07-20,FEMALE,2021-08-28,169.36,OutletCenter
4721,Jack Taylor,1998-07-11,M,2022/02/07,167.33,ShoppingMall
8126,Jason Ross,1996/08/26,F,2022-10-07,97.45,Suburbs
7330,Michelle Smith,1987/07/22,MALE,2021/06/13,159.74,OutletCenter
#3655,Emily Schmidt,1987-05-24,F,2022-12-29,41.93,Suburbs
#10681,Robert Young,1981/10/20,MALE,2021/04/06,175.48,Suburbs
#8753,Joshua Scott,1975-06-04,F,2020-04-10,187.68,ShoppingMall
#7911,Lisa Rocha,2001/03/18,FEMALE,2023/03/09,146.71,Suburbs
3282,Julia Smith,2002/03/19,MALE,2021/05/17,143.69,AirportStore
5202,Jason Wilson,1992-04-17,MALE,2023-06-11,37.08,Downtown
2808,Robert Nguyen,1993/10/18,F,2023-08-14,117.01,ShoppingMall
#8773,David Baker,1970-07-26,M,2022/07/17,15.54,AirportStore
2237,Mike Green,2001/02/26,M,2023-12-27,89.30,ShoppingMall
5030,Derek Martins,1974-08-24,MALE,2022-12-22,21.55,AirportStore
#5149,Lisa Johnson,1997-12-13,F,2023/09/16,149.91,AirportStore
#5407,Julia Clark,1972/09/10,MALE,2020-01-24,80.57,Downtown
#8022,Bruna Rocha,1983-01-03,FEMALE,2022/02/24,50.43,ShoppingMall
4389,Lisa Thomas,1994-11-03,MALE,2020/03/30,32.29,AirportStore
#1159,Amanda Ross,2002-04-29,FEMALE,2021/07/29,63.26,ShoppingMall
10691,Arthur Young,1998/08/06,F,2023/05/25,54.14,Downtown
#8596,Jerry Wilson,1991-04-02,FEMALE,2023/07/19,109.76,AirportStore
#4150,Julia Smith,1998-08-25,F,2022-10-01,14.41,ShoppingMall
#4348,Mike Black,1984-09-24,F,2023-06-25,176.94,OutletCenter
#5756,Jane Wilson,1991-07-04,MALE,2020-02-26,60.45,ShoppingMall
4684,Philip White,1979-07-24,FEMALE,2022/09/14,157.69,AirportStore
#2776,Joshua Martins,2001-08-08,M,2021-01-07,56.45,ShoppingMall
#2949,Arthur Carter,1996/07/25,MALE,2020-06-07,118.74,AirportStore
#2609,Renan Kim,1984-05-05,F,2023-04-24,160.93,Suburbs
#8317,Philip Hall,1971-01-07,M,2020-09-24,113.39,AirportStore
2097,John Ray,1972-08-26,FEMALE,2022-04-07,116.64,Suburbs
#2119,Karen Brown,1976/09/14,F,2023/02/28,49.87,ShoppingMall
#6249,Philip Hall,2004/11/17,F,2020-02-07,28.17,ShoppingMall
#3482,Jack Smith,1990-01-27,FEMALE,2022-04-17,127.04,ShoppingMall
9820,Lisa Nguyen,1972-10-01,FEMALE,2020/06/04,197.70,AirportStore
#3254,Lisa Martins,2003-01-20,M,2020/04/19,46.34,OutletCenter
3527,Marcia Clark,2004/03/17,FEMALE,2020-07-21,81.89,Suburbs
3409,Michelle Schmidt,1972-08-10,MALE,2023/07/30,69.34,OutletCenter
#8932,Amanda Smith,1971-09-05,FEMALE,2023/12/23,109.61,Suburbs
#2370,Karen Johnson,1976/07/18,MALE,2020/04/11,51.09,ShoppingMall
10517,Samantha Doe,2000/03/11,M,2022-10-11,21.98,ShoppingMall
#7576,Melissa Black,1977/01/01,MALE,2020/07/05,62.83,Downtown
10945,Renan Hall,1988-02-10,F,2022/08/26,158.53,Downtown
1648,Philip Schmidt,1987/03/26,M,2023/05/09,153.44,Suburbs
#7596,Karen Price,1998-07-28,FEMALE,2020-05-07,192.35,Suburbs
#4282,Monica Ross,1991/06/01,M,2022/01/15,85.83,OutletCenter
9727,John Scott,1980-07-12,F,2020/09/13,116.44,Downtown
#1530,Clara Rocha,1983/08/22,MALE,2020-06-29,145.29,OutletCenter
9203,Samantha Davis,2005/08/08,M,2021-07-06,18.76,Suburbs
4218,Jane Hall,2000/10/31,FEMALE,2021-07-25,87.73,Downtown
7933,Emily Taylor,2004/11/06,MALE,2023/09/23,12.94,AirportStore
6104,David Hughes,1973-05-02,F,2023-09-25,15.24,ShoppingMall
#6943,Sarah Ross,1980-01-24,M,2020-07-18,94.06,Downtown
#8022,Samantha Baker,2001-03-30,F,2022-11-02,39.36,Downtown
#7265,Monica Pereira,1994-12-28,FEMALE,2021-06-14,31.96,Suburbs
#4581,Sarah Green,1983/06/04,FEMALE,2023-09-20,185.64,OutletCenter
10090,Renan Schmidt,1980-02-08,MALE,2022-04-30,98.42,Suburbs
#10132,Amanda Nguyen,1970/12/09,MALE,2022-03-04,22.98,Suburbs
#8102,Bruna Brown,2000/03/20,F,2023-06-22,179.16,Downtown
#9123,Joshua Lee,1970/09/21,FEMALE,2022/08/28,165.93,AirportStore
#7228,Philip Hughes,1978-10-02,M,2021-08-01,106.78,Suburbs
4884,Michelle Kim,2005-05-26,M,2023/12/05,171.93,Downtown
#2177,Philip Perez,1980-04-06,FEMALE,2022-03-28,88.03,ShoppingMall
9754,Jane White,1975-02-14,FEMALE,2020/08/24,12.94,ShoppingMall
5327,Derek Lee,1984/12/29,F,2022/12/16,143.14,AirportStore
7709,Samantha Hughes,1996/12/04,FEMALE,2020/11/20,42.86,Downtown
5386,Arthur Davis,1996/02/02,MALE,2023-04-28,197.41,ShoppingMall
#2923,Derek Davis,2004/03/21,MALE,2021-01-24,102.32,Downtown
#9099,Philip Thomas,1995-05-11,M,2020-12-13,43.77,ShoppingMall
4105,Melissa Martins,1988/06/24,FEMALE,2021/01/27,114.64,AirportStore
1989,Julia White,2004-02-25,MALE,2022/08/10,38.38,OutletCenter
1241,Renan Kim,1991/01/07,MALE,2022/07/30,17.48,Downtown
#4812,Peter Thomas,1982-01-03,MALE,2022/04/18,38.58,Downtown
6288,Karen Clark,2002-06-23,FEMALE,2021/11/18,67.18,AirportStore
5574,Emily Brown,2005/10/15,F,2020-10-09,78.31,Suburbs
#6614,Anna Smith,1987/06/21,MALE,2020-06-30,158.09,OutletCenter
4285,Sarah Taylor,1979-05-01,FEMALE,2020-10-05,82.74,AirportStore
3731,Jack Black,2004/11/06,MALE,2020/04/30,18.54,AirportStore
4180,Joshua Lee,2002-09-29,M,2021-09-27,40.50,AirportStore
4360,Jason Taylor,1984/06/13,MALE,2023/10/04,42.72,Suburbs
#7867,Samantha Kim,1974/08/19,MALE,2020-05-31,68.74,Suburbs
#7657,Amanda Black,1996/06/08,FEMALE,2020-11-12,45.12,Downtown
2938,Lisa Scott,1999-02-14,M,2020-12-08,198.72,AirportStore
#3885,Michelle Pereira,2002-11-18,M,2022-08-03,85.38,Downtown
7849,Melissa Ray,1982/12/23,M,2021/02/03,182.09,Downtown
#9868,Julia Perez,1994-09-21,MALE,2020-02-02,163.57,OutletCenter
#3820,Sarah Black,1997/11/02,M,2020/03/18,193.19,AirportStore
#7950,Karen Ray,2002/02/10,F,2023/04/22,169.31,Downtown
#10156,Samantha White,1984-11-01,F,2023-05-05,46.14,AirportStore
#1217,Michelle Young,1986/09/14,MALE,2021/03/26,155.86,AirportStore
10604,Amanda Hughes,1974-01-29,F,2022/11/07,149.90,Downtown
10765,Monica Hughes,1995/12/21,MALE,2021-04-27,147.70,AirportStore
#9596,Robert Smith,2003/08/11,M,2022-07-29,194.68,OutletCenter
#8029,John White,1989-03-26,F,2020/02/17,32.01,AirportStore
#1606,Jack Wilson,1984-02-28,FEMALE,2022/09/09,48.97,Suburbs
8447,Emily Green,2004-09-14,MALE,2023-10-03,153.98,ShoppingMall
#8172,Anna Green,1977-07-06,MALE,2020/01/10,48.21,ShoppingMall
#5793,Arthur Nguyen,1992/02/26,FEMALE,2021-03-04,94.98,Downtown
2673,John Martins,1999/05/09,MALE,2023-10-16,31.90,Downtown
6498,Lisa Rocha,1996-05-23,F,2021-03-23,197.52,Downtown
#2597,Julia Hughes,1979/01/19,M,2023-03-16,17.61,OutletCenter
#4133,Anna Ray,2002-08-03,M,2021/05/06,136.09,Downtown
9136,David Green,1977-10-26,M,2021/12/26,133.47,Suburbs
6529,Emily Scott,2003-11-26,M,2022-10-11,131.76,AirportStore
#10018,Jack Young,1982/06/30,M,2022/05/24,174.76,ShoppingMall
#6162,Samantha Davis,1977/09/09,F,2020-11-16,128.57,ShoppingMall
7904,Emily Lee,1979/09/25,MALE,2022-08-15,136.70,OutletCenter
#8331,Sarah Thomas,1992/09/15,MALE,2023/09/15,37.68,AirportStore
#7969,Sarah Baker,1995/03/17,FEMALE,2022/02/21,188.03,OutletCenter
#10234,Monica Green,1981-10-15,MALE,2021/01/17,37.47,Downtown
3169,Monica Davis,1976/01/17,F,2022-08-24,151.48,Suburbs
9821,Karen Martins,1996/11/15,MALE,2020-07-06,184.92,Suburbs
3980,Lisa Ray,1997/03/30,FEMALE,2020/07/25,56.86,Suburbs
#8093,Philip Nguyen,2001/11/23,MALE,2022/12/21,146.28,AirportStore
#7753,Julia Young,1983/08/20,F,2022-12-16,180.70,Downtown
9584,Joshua Clark,2003/02/10,M,2023-11-21,192.37,AirportStore
9971,John White,1977/12/13,M,2022-03-09,124.38,AirportStore
2154,Amanda Smith,1978/07/03,M,2022/05/08,14.71,OutletCenter
#3069,Monica Taylor,2003-10-15,M,2022/08/13,94.99,AirportStore
7681,Julia Baker,1974-05-17,MALE,2023-02-21,55.10,ShoppingMall
6373,Derek Ross,1981/06/04,M,2020/01/27,140.43,AirportStore
#2366,Sarah Ross,1992/10/11,M,2020-04-05,119.62,Suburbs
1963,Bruna Black,2003/04/08,M,2023/07/03,51.70,Suburbs
#3588,Julia Doe,1975/10/19,FEMALE,2021-02-11,15.34,Suburbs
3052,Diana Davis,1976/12/08,M,2023-12-31,25.50,ShoppingMall
5244,David Baker,1973-09-08,M,2023/04/19,178.30,Downtown
#2022,Jack Davis,2000-04-24,M,2021-08-10,36.06,Suburbs
#2426,Bruna Brown,2001-12-11,F,2021-12-23,31.37,Downtown
#9614,Lisa Clark,1977-02-04,MALE,2020/02/16,129.42,OutletCenter
#7779,Peter Davis,1996-09-20,M,2023-12-15,90.39,Suburbs
#10996,Samantha Ray,1974-09-21,F,2020-10-26,82.81,OutletCenter
#8165,Bruna Carter,1987-01-16,M,2022/07/24,162.37,AirportStore
#5068,Peter Wilson,1986-03-14,FEMALE,2023/08/16,22.28,Downtown
8081,Anna Price,1990/11/09,F,2023-01-31,98.20,Suburbs
#2570,Jason Schmidt,1981/11/14,F,2020-10-28,68.31,Suburbs
#2601,Diana Clark,1989/03/14,MALE,2020/06/12,184.69,Suburbs
#9764,Clara Nguyen,2005-09-21,FEMALE,2022-10-31,36.81,Downtown
#2322,Sarah Ross,1997/02/20,FEMALE,2021/08/04,80.11,OutletCenter
#2788,Marcia Wilson,1978/04/23,M,2023/02/12,94.70,Suburbs
9317,Marcia Ray,1986/02/23,M,2021/08/22,186.32,Suburbs
#9479,Samantha Taylor,1970-11-23,F,2022-09-11,113.01,Suburbs
#5166,Bruna Pereira,1989-02-19,MALE,2020/07/13,188.18,OutletCenter
5655,Sarah Thomas,1989-06-23,MALE,2023/05/22,49.45,Suburbs
4195,Michelle White,2005/03/26,MALE,2020-09-21,25.18,ShoppingMall
#1632,Peter Smith,1999-07-05,MALE,2022-08-24,24.81,Downtown
4952,Mike Ray,1998-09-08,M,2023-12-05,177.98,Downtown
1013,Michelle Thomas,1982-09-29,MALE,2021/09/23,73.00,OutletCenter
#9166,Arthur Kim,2000/02/24,FEMALE,2020/02/25,116.29,Suburbs
#8807,Anna Perez,2000-06-07,MALE,2020/07/21,32.64,AirportStore
#4558,Arthur Taylor,1996/11/17,M,2020-07-28,187.33,OutletCenter
#8118,Bruna Ross,1994/06/01,M,2021/08/01,150.10,AirportStore
#10964,Karen Rocha,1995/11/24,F,2020-02-18,144.76,ShoppingMall
9335,Diana Schmidt,1981/04/02,F,2020-04-30,55.69,OutletCenter
5198,Samantha Lee,2005/05/24,M,2020-03-25,108.63,Suburbs
10358,Bruna Brown,1979/09/16,F,2020-05-22,93.21,Suburbs
#1905,Renan Rocha,1997-01-07,FEMALE,2020-09-13,111.00,Suburbs
5431,Clara Ross,2002-03-09,MALE,2020-04-13,173.39,ShoppingMall
#8380,Karen Doe,1989/01/10,MALE,2021-08-19,115.00,Downtown
1941,Anna Young,1988-10-15,M,2020/06/08,69.17,AirportStore
3657,Bruna Schmidt,2000-10-24,FEMALE,2022/02/22,154.15,Downtown
