order_id,customer_name,customer_dob,customer_gender,order_date,order_cost,store_location
7586,EMILY NGUYEN,1972/03/06,MALE,2023-01-10,181.27,OutletCenter
#3964,sarAh NGUyEN,2004/07/31,M,2023/06/04,73.45,ShoppingMall
4650,mike perez,1997-04-04,MALE,2021-03-11,18.06,Downtown
10765,Lisa PRICe,1976-12-11,FEMALE,2021-05-07,189.13,OutletCenter
#8683,jerry martins,1985-09-05,M,2021-10-18,37.26,ShoppingMall
10518,PHILIP PEREIRA,1979/11/05,M,2020-11-25,98.87,AirportStore
#5805,lisA maRTiNS,1997/11/04,MALE,2023/12/16,189.75,Downtown
#5090,KaREn BlaCK,1990-04-09,FEMALE,2022-10-18,39.73,Downtown
#8689,JaCK SmitH,1981/09/21,F,2021-01-25,11.64,Downtown
#9311,bruna schmidt,1996/03/22,M,2021/01/11,21.00,AirportStore
1398,PETER KIM,1985-04-02,M,2023/09/27,29.00,OutletCenter
2431,MARCIA SCHMIDT,1980-08-05,FEMALE,2021-02-22,196.30,Suburbs
#8272,MONICA CLARK,1992-07-06,FEMALE,2020-05-29,168.99,Suburbs
3338,LISA BLACK,1971-09-27,F,2021/09/24,24.59,Suburbs
1253,JULIA SCOtt,1996-07-18,FEMALE,2020-01-27,182.71,Suburbs
#5016,JERRY JOHNSON,1985/09/29,FEMALE,2021/12/03,74.67,Downtown
3976,Emily NGuyEN,1995-10-09,FEMALE,2023/03/10,126.40,AirportStore
5142,JACK SCOTT,1980-07-09,M,2020/07/11,105.55,Suburbs
1382,EmiLY prICe,2003-08-19,MALE,2020/04/27,150.89,OutletCenter
6990,renan thomas,1998/10/18,MALE,2021-10-03,145.60,AirportStore
10844,PHILIP HUGHES,1981-07-24,F,2022/07/26,104.54,AirportStore
#3940,samantha white,1993-04-18,FEMALE,2021-02-21,84.90,ShoppingMall
6388,david young,1998-05-19,F,2021-12-08,144.02,OutletCenter
#1828,ANNA NGUYEN,1975-04-10,MALE,2021/07/05,186.62,ShoppingMall
2168,LiSA caRTER,1989/03/23,FEMALE,2022/03/20,56.15,AirportStore
7535,ANNa HalL,1983/11/18,M,2022/12/07,116.03,Suburbs
6434,JOHN BLACK,1979-06-10,F,2020/07/20,76.27,OutletCenter
6801,DAVID RAY,1995-10-03,M,2020-06-20,153.30,ShoppingMall
7139,JULIA HALL,1990/09/10,MALE,2021-11-05,124.54,Downtown
9091,melissa young,2005-01-20,MALE,2023-08-20,86.27,Downtown
#1873,john green,1983-01-09,F,2021-08-14,95.71,ShoppingMall
#4070,ARTHUR CLARK,1994-10-17,F,2021/09/22,169.36,OutletCenter
4677,jERRy RosS,1988/03/16,MALE,2021/01/29,66.23,ShoppingMall
#10458,diana martins,1986/10/09,MALE,2020-12-15,49.34,OutletCenter
#3601,arthur johnson,1972/10/12,FEMALE,2023-05-26,18.45,OutletCenter
#7140,EMILY ROSS,1989/04/03,F,2021/02/16,156.77,AirportStore
8157,melissa thomas,1982/07/23,MALE,2021-04-16,132.63,OutletCenter
#3492,JAck HUGHES,2001-08-26,FEMALE,2022-03-15,169.15,OutletCenter
#8961,peter young,1976-02-13,M,2022/12/27,31.31,ShoppingMall
#5341,anna carter,1990/09/14,M,2022/06/21,166.96,AirportStore
4495,PeTeR GreEn,1994/05/11,F,2021/06/27,106.90,AirportStore
#4399,JUlIa daVis,2002/10/05,F,2021/09/05,69.49,Suburbs
2363,REnan clArK,1985-05-09,MALE,2022/06/09,169.42,Downtown
9623,marcia taylor,2000-09-05,F,2020/10/01,27.05,OutletCenter
8296,PHILIP YOUNG,1970/01/23,MALE,2023/05/04,29.81,AirportStore
9068,diana smith,1984/03/29,F,2021-10-18,95.92,Suburbs
#7185,miKE ray,1974/04/09,FEMALE,2020/12/30,59.02,ShoppingMall
#10439,AMANda BlaCk,1988-02-09,M,2023/10/15,21.14,AirportStore
#7056,JErry DAvis,1995/05/09,MALE,2023/04/15,195.33,Downtown
4837,kARen WhIte,1974/04/26,F,2023-01-17,181.45,ShoppingMall
10657,philip ray,1979-01-29,MALE,2023/04/12,34.96,Downtown
#1702,MONICA SCHMIDT,1993/11/28,FEMALE,2023/09/02,14.91,OutletCenter
5279,DIana LEe,1982-06-11,M,2020-01-17,149.99,ShoppingMall
#3481,ROBERT BAKER,1992/03/07,FEMALE,2020/08/27,41.91,Downtown
4112,david white,1995-01-18,MALE,2022-09-08,150.64,Suburbs
#4664,PETER KIM,1991/03/02,MALE,2023-08-02,190.59,Downtown
9123,CLARA SCHMIDT,1976/02/09,F,2021-10-30,156.38,Suburbs
7902,peter nguyen,1971-07-19,M,2020/01/04,171.54,AirportStore
#7146,MONICA ROSS,1997/10/13,F,2020/12/31,97.06,AirportStore
#9771,jaCK HughEs,1972-12-14,MALE,2023/10/11,28.92,Suburbs
#8521,MELISSA SMITH,1995-07-31,MALE,2020-02-07,29.28,ShoppingMall
6733,MARCIA BROWN,1988/11/25,FEMALE,2022/06/04,142.00,AirportStore
#7784,amanda young,1997/07/11,M,2023/06/04,124.65,Suburbs
#3023,diana brOwN,1995-08-27,M,2020-04-29,101.79,Suburbs
#10684,anna Hughes,2005/05/07,MALE,2020-10-23,43.14,Downtown
7448,MARCIA BLACK,2002/11/21,FEMALE,2023/03/18,147.11,AirportStore
#9972,karen nguyen,1978/04/28,FEMALE,2021/07/23,131.68,OutletCenter
1766,michelle kim,1991-01-25,MALE,2023/03/04,196.78,Suburbs
#8156,renan lee,1984-06-03,F,2023/05/29,60.20,Suburbs
#1172,michelle green,1992/07/16,MALE,2022-09-03,48.12,AirportStore
3731,pEtER jOhNsON,1973/12/19,MALE,2020/06/25,36.82,AirportStore
#4692,john taylor,2000-05-12,M,2021/03/02,99.55,Suburbs
#6955,jack price,1973/03/17,MALE,2022/01/16,41.27,ShoppingMall
1925,john taylor,2005/12/30,FEMALE,2022-09-27,141.51,AirportStore
1227,PETER KIM,2004/07/15,F,2022-08-06,63.54,Downtown
2541,derek hall,1990/06/01,MALE,2022-06-22,26.35,AirportStore
6082,JASON DOE,1996/07/02,MALE,2023/07/07,13.20,AirportStore
7585,BRUNA WILSON,1997/10/15,MALE,2021-11-23,55.03,AirportStore
2624,jack thomas,1987-06-15,F,2020/03/25,134.55,ShoppingMall
#7742,julia rocha,1985/08/23,F,2022/08/27,116.43,OutletCenter
7544,JANE JOHNSON,1988-11-15,F,2021/01/22,63.55,AirportStore
5705,melissa young,1985/09/22,FEMALE,2021/06/01,95.28,OutletCenter
3112,LISA BAKER,1980/01/09,M,2021/01/18,99.41,Downtown
1915,philip martins,2000-09-02,F,2020/07/03,43.84,Downtown
3908,julia clark,1984-09-05,F,2022-03-19,85.21,ShoppingMall
6438,DAVID LEE,1985-02-24,F,2023/04/15,83.47,Downtown
2325,rEnan rochA,1997/06/16,MALE,2022-11-23,117.85,Downtown
3549,JASON PEREIRA,1979/07/03,M,2021/07/31,187.81,Downtown
#3317,MELISSA DAVIS,1976-07-21,M,2021/09/20,192.34,Downtown
2470,SARAH WILSON,1985-06-20,MALE,2023-02-14,68.67,Suburbs
4034,SARAH MARTINS,1995/05/02,F,2020-11-22,157.32,ShoppingMall
#4175,SAmaNThA mARTiNS,2005-06-15,F,2022-03-29,21.74,OutletCenter
6897,LISA YOuNG,1976/01/08,F,2021/07/13,138.98,Downtown
5411,emily baker,2001-02-16,M,2020/01/03,74.68,OutletCenter
#9880,MONICA HUGHES,1996/11/12,F,2021/06/26,52.37,OutletCenter
#3396,david clark,1992/04/11,MALE,2022/07/06,181.28,ShoppingMall
3598,renan baker,1989/09/16,F,2020-05-21,104.66,AirportStore
#4570,clara wilson,1987/05/27,F,2022/01/31,70.94,ShoppingMall
4288,sarah ross,1987-05-20,MALE,2021-02-27,177.48,ShoppingMall
#8829,robert green,1988/08/22,M,2023-05-23,148.60,AirportStore
#1522,JAson rocha,1971/03/15,M,2023-02-03,77.11,OutletCenter
#8445,brUNa CLARk,1973-02-25,M,2023-02-12,132.45,OutletCenter
4408,deReK scoTt,1981-08-20,MALE,2022-01-30,46.31,ShoppingMall
3232,MARCiA bakEr,1976-12-20,M,2023/05/09,129.85,Suburbs
2377,Lisa MartInS,1986-07-05,FEMALE,2020-03-26,116.70,ShoppingMall
8680,JACK CLARK,1990/11/01,MALE,2020-12-23,102.35,OutletCenter
8499,JACK RAY,1991/07/31,FEMALE,2021-11-27,81.14,Downtown
2449,ARTHUR PEREIRA,1974/08/03,FEMALE,2021/03/30,122.52,Downtown
10428,BRUNA DAVIS,1997-07-04,F,2021/11/06,140.43,AirportStore
#10369,bruna schmidt,1983/05/09,MALE,2020/05/19,189.27,OutletCenter
3056,kaReN GrEEN,1995-11-26,FEMALE,2021/11/17,16.94,Suburbs
9117,micHelLe MARTInS,1986-07-12,F,2020-10-12,89.27,ShoppingMall
10519,JACk jOhnson,1999/03/25,M,2020-02-06,11.14,Suburbs
9586,JULIA HALL,2004-04-02,FEMALE,2021-12-26,165.62,OutletCenter
7132,mike kim,1981/05/21,MALE,2022-12-05,95.38,OutletCenter
9073,anna brown,1990-04-15,M,2020-09-06,181.36,Downtown
8060,karen rocha,1985/12/27,MALE,2020-03-15,102.29,OutletCenter
8989,JerRy SMitH,1994-10-19,MALE,2023-10-13,98.87,Downtown
5309,samantha nguyen,1971/02/22,FEMALE,2022-05-08,104.73,OutletCenter
#8079,BrUNA gREeN,1994/12/02,MALE,2022/08/12,100.05,OutletCenter
1458,mONiCa KIm,1972-02-29,MALE,2021/08/09,136.11,Downtown
3186,monica black,1998/10/14,F,2020-05-24,72.86,ShoppingMall
#2957,joshua rocha,2001-02-01,F,2021/08/26,75.83,AirportStore
5190,anna martins,1989/01/19,M,2020/12/14,165.53,Downtown
#5869,monica dOe,1970-03-31,M,2021-12-05,189.28,Downtown
#4759,SARAH SCOTT,1987/10/09,F,2020/09/02,157.44,ShoppingMall
#8764,ArtHuR blACk,2001/01/02,M,2022-05-26,168.83,AirportStore
10708,JULIA PEREIRA,1980-08-10,M,2022/03/24,77.60,ShoppingMall
4824,bruna THOmas,1987-04-19,M,2022-05-26,189.48,AirportStore
10127,LIsA priCE,1997/01/10,MALE,2023/07/06,171.45,Suburbs
9820,mElissa JOhNson,1990/06/18,M,2021-12-08,160.07,Suburbs
6912,jERRy hAll,1996/04/05,M,2023/10/28,21.89,AirportStore
9247,AMANDA NGUYEN,1976/01/13,MALE,2022/10/06,97.95,AirportStore
8654,lISa Wilson,1982-12-18,FEMALE,2022-02-13,171.80,ShoppingMall
9652,derek brown,1986/03/31,M,2020/06/09,40.31,Downtown
#5249,MIKE SMITH,1996-01-22,MALE,2022/10/26,65.99,ShoppingMall
1756,derek black,1970-07-03,M,2020-03-15,156.89,ShoppingMall
#1796,melissa kim,1973-06-02,MALE,2021/08/17,21.23,Suburbs
4885,ROBERT BAKER,1977/01/22,F,2020-11-04,76.41,Suburbs
#10737,ROBERT CLARK,1991-01-16,M,2023/11/22,12.95,OutletCenter
#10120,jason smith,1998/01/20,MALE,2022-06-08,111.06,ShoppingMall
1219,amanda white,1998-10-25,F,2023/12/28,73.31,Downtown
9159,amanda hughes,2000/09/05,MALE,2021/11/10,92.19,ShoppingMall
#9328,mONiCa PEreiRA,1989-12-18,MALE,2021/08/01,140.70,Suburbs
2778,pETEr SChmiDT,1985/06/22,FEMALE,2023-02-10,33.77,Downtown
7442,AMANDA kIM,1983-03-31,M,2022-01-30,38.17,Downtown
3230,ANNA ROCHA,1986-11-24,FEMALE,2023-07-26,152.57,OutletCenter
6982,KAREN SMITH,2003/09/19,FEMALE,2023-09-14,130.71,OutletCenter
#6429,MARCIA THOMAS,1998-09-17,M,2023/06/25,31.18,Downtown
#2102,MICHELLE DOE,1983-09-02,F,2021/06/01,19.08,Downtown
1122,jane taylor,2002-11-23,FEMALE,2023/07/19,165.09,OutletCenter
3106,DIANA CLARK,1994/02/05,FEMALE,2021-03-05,132.22,Downtown
1071,julia ross,2001-12-30,M,2020-10-30,83.71,AirportStore
#9368,john lee,1980-02-17,M,2023/02/19,153.83,OutletCenter
10029,MONICA DOE,1997/12/12,MALE,2021-12-28,100.23,AirportStore
7201,JErRy yOung,2000-09-26,M,2020/06/17,197.52,OutletCenter
4048,jane kim,1991-09-16,MALE,2021/11/20,183.12,OutletCenter
5374,marcia kim,1995/07/25,FEMALE,2023-04-22,149.51,Downtown
#5333,michelle carter,2000/06/02,M,2022-09-11,63.81,AirportStore
8399,maRcIa greeN,1983/01/09,FEMALE,2021-11-04,86.28,Downtown
7513,michelle doe,1972-08-25,FEMALE,2023/06/27,168.46,ShoppingMall
#3601,anna taylor,1987-04-18,FEMALE,2022-04-29,168.47,OutletCenter
1103,david kim,1992-09-07,MALE,2020/10/10,19.72,ShoppingMall
#3117,KaRen blAck,1994-07-30,F,2020-06-23,12.15,Downtown
1243,karen ray,1982/06/26,M,2022-03-16,162.08,OutletCenter
5185,JAck yOUnG,1985-04-02,FEMALE,2022/02/24,163.62,Downtown
#6208,KAREN PRICE,2003/11/30,MALE,2021/07/09,163.13,Suburbs
9272,michelle carter,1998-09-05,F,2021/06/07,156.80,AirportStore
#4587,DEREK PEREZ,1987-06-30,F,2021/09/10,50.97,AirportStore
#6826,lisa smith,1979/02/18,MALE,2023/05/13,99.34,Suburbs
#1134,jOSHUA WHIte,2001/10/16,M,2023/05/06,193.85,AirportStore
#1579,JULIA BLACK,1994-10-05,FEMALE,2022/09/05,96.85,AirportStore
8962,john black,1979/02/06,M,2020-09-11,76.95,AirportStore
#3724,JANE PRICE,1983/05/02,M,2022/06/04,77.50,Suburbs
#6555,JASON TAYLOR,1990-12-20,M,2021-09-09,39.42,AirportStore
1438,JOHN DAVIS,1996-08-01,F,2020-06-06,162.65,Downtown
#1536,jason nguyen,2000-10-07,F,2022/02/13,174.27,ShoppingMall
5581,joSHua cLark,1999/05/02,MALE,2022/05/07,19.31,ShoppingMall
5909,MARCIA TAYLOR,1982-07-20,F,2021-04-07,111.41,Suburbs
#2666,MELISSA LEE,2001-06-06,MALE,2021/12/26,29.87,Downtown
#1367,julia baker,1977/07/21,MALE,2020-09-25,14.80,Downtown
6064,JuliA NGuYEn,1979-04-09,FEMALE,2023-02-01,29.12,Suburbs
3762,anna doe,1999/12/26,F,2021/11/01,101.68,ShoppingMall
5678,david price,2005-03-12,M,2020-02-16,182.61,Suburbs
#10975,derek doe,2001/12/29,MALE,2021-03-14,37.59,Downtown
#9911,MICHELLE BAKER,1973/09/07,F,2022/05/24,102.67,OutletCenter
1136,ANNA BAKER,1982/09/03,FEMALE,2021/07/09,11.10,AirportStore
10782,EMILY JOHNSON,1990/04/03,MALE,2021-11-14,12.64,OutletCenter
#7554,jerry black,1975-10-05,F,2022-11-20,63.33,AirportStore
5200,JOHN SCOTT,1981/12/18,M,2021/12/21,103.00,Downtown
6544,samantha doe,1983-08-17,F,2022-09-07,82.64,OutletCenter
9452,CLARA DAVIS,1974/08/11,MALE,2022/03/31,66.61,OutletCenter
8203,emILY roChA,1994-05-28,FEMALE,2023-09-28,24.87,OutletCenter
9896,julia perez,1983-09-22,F,2022-10-22,30.75,Suburbs
3228,RENAn JohnsoN,1996-09-16,FEMALE,2023/05/10,60.92,Downtown
6684,davId hUGhEs,1994/09/23,F,2020/06/14,125.00,AirportStore
9803,LiSa ThoMAs,1980/05/03,MALE,2021/01/18,17.39,OutletCenter
#10814,MIchELle raY,1990-08-27,FEMALE,2022/07/26,51.57,OutletCenter
1836,ANNA CLARK,1988-01-22,MALE,2020-05-22,199.17,ShoppingMall
#6614,JOSHUA ROCHA,1975/02/22,MALE,2023/02/27,160.33,AirportStore
#7124,BRUNA MArTINS,1994-11-02,MALE,2021-05-17,151.14,AirportStore
5559,jaCK SMITh,2005/11/30,M,2020-08-04,92.36,ShoppingMall
8762,Lisa cARTEr,1983/08/20,M,2023-01-16,145.81,AirportStore
4955,ANNA SMITH,1994-08-05,F,2022/06/25,124.08,ShoppingMall
#5008,RENAN HUGHES,2002/08/03,F,2023-10-25,82.72,Downtown
8951,JASON CARTER,1990-09-27,F,2023-04-18,18.68,Suburbs
6688,JERRY PRICE,1997-06-26,MALE,2020-12-08,99.57,OutletCenter
#8040,JOSHUA THOMAS,1994-11-26,M,2022/02/01,151.82,ShoppingMall
1784,melissa taylor,1992/01/04,FEMALE,2022/07/17,97.97,Downtown
#5714,MICHELLE HALL,1985/06/18,F,2022/07/21,193.05,OutletCenter
#8385,JOSHUA HALL,1984-01-27,M,2022/05/14,147.61,ShoppingMall
2731,DIANA BAKER,1981/03/22,MALE,2020/03/13,62.55,Downtown
#8927,john perez,1991/03/11,M,2023-10-01,13.96,ShoppingMall
#4212,MICHELLE YOUNG,1986-08-10,M,2023-03-01,20.77,AirportStore
10555,SAMANTHA WILSON,1970/08/07,MALE,2020-08-18,16.37,Suburbs
1887,KAREN ROCHA,1976-07-28,FEMALE,2022/08/07,98.53,AirportStore
#4553,JOHN WILSON,1998/05/08,M,2022/07/02,117.57,OutletCenter
#3197,arThuR PERez,1998/06/20,M,2022-05-06,36.92,Suburbs
#10438,JOSHUA HALL,1997/03/18,MALE,2022/05/25,88.10,ShoppingMall
#3010,MARCIA SCOTT,1994/08/29,F,2020-06-25,95.94,AirportStore
#2624,ARTHUR HUGHES,1990/03/12,MALE,2022/08/06,101.03,ShoppingMall
4526,eMiLY LEe,1974/01/25,MALE,2023-01-02,51.95,Suburbs
#7171,monica perez,1983/03/12,MALE,2021-07-25,94.81,Suburbs
#1650,jerry taylor,1984/01/21,M,2023-11-21,198.04,ShoppingMall
#9087,ANNa hUGhEs,2004-05-25,FEMALE,2023-01-04,88.33,Suburbs
#8845,mArcIa cArTEr,1992/07/26,M,2021/06/24,22.93,OutletCenter
4732,ARTHUR ROSS,1998-10-26,F,2020-11-02,170.13,AirportStore
7853,JERRY PEREZ,1973-06-17,FEMALE,2021/01/18,91.75,AirportStore
#2725,MELISSA BAKER,1972-09-30,M,2021-10-14,99.74,AirportStore
7868,jason rocha,1976/08/11,F,2021/06/01,116.66,Suburbs
2488,jason clark,1971-01-02,M,2023-02-13,33.32,AirportStore
#10640,emily taylor,1970-12-16,F,2021-07-01,199.65,OutletCenter
#7520,SAMANThA young,1996-05-11,FEMALE,2023/12/02,24.20,ShoppingMall
1533,JERRY THOMAS,1995/07/19,FEMALE,2023-11-04,14.82,OutletCenter
#5612,MIKe tHOmas,1998-09-05,F,2023/12/20,112.32,Downtown
#8878,jOshuA raY,1970/04/28,F,2023-01-26,193.93,OutletCenter
#5643,MeLIsSA White,1979/09/29,FEMALE,2022/09/23,86.15,Suburbs
8134,julia pereira,1999/02/25,M,2021-05-11,187.63,Downtown
#1900,michelle baker,1976/03/09,M,2022-01-13,35.06,AirportStore
9247,DavId NGUyEn,1971/02/24,F,2021-07-31,170.23,Suburbs
8621,robert wilson,2003-05-17,MALE,2022/08/21,118.12,ShoppingMall
#3400,MIKE grEen,1998/10/14,F,2020-06-10,44.38,AirportStore
#9111,LISA RAY,1978-11-29,FEMALE,2020-02-11,147.76,ShoppingMall
4407,rEnan HalL,1972-11-13,F,2022-07-18,137.68,OutletCenter
#1869,JERRY HUGHES,1983-03-22,FEMALE,2023/06/02,162.69,ShoppingMall
#7159,EmilY HAlL,1994/01/18,F,2022/10/20,111.66,ShoppingMall
#2671,samantha johnson,1999-08-24,MALE,2023-03-06,181.54,ShoppingMall
#2704,josHUA prICe,1995/06/14,M,2020/12/26,181.64,ShoppingMall
#2952,JANE LEE,1986/08/28,M,2021-02-20,194.33,AirportStore
#4886,JoHn rOcHA,1995/02/14,F,2020-02-28,114.75,OutletCenter
#7840,MElISSa DoE,1974-02-19,F,2021/11/13,32.98,ShoppingMall
10879,brUNa wHitE,1972/05/31,MALE,2023/09/10,76.28,ShoppingMall
8085,anna perez,1992-05-06,MALE,2021-09-15,171.13,Downtown
#9793,DAVID BROWN,2005/03/19,MALE,2020-10-07,84.35,ShoppingMall
#1516,PEteR baKeR,1978/01/26,M,2020/11/27,53.42,ShoppingMall
#2657,robert johnson,1987/06/19,MALE,2021-12-14,46.10,Downtown
6429,ARTHUR LEE,1975-08-08,M,2023/10/14,17.39,Downtown
