order_id,customer_name,customer_dob,customer_gender,order_date,order_cost,store_location
7937,Marcia Wilson,1975-12-27,MALE,2022-01-09,162.15,OutletCenter
10827,Arthur Schmidt,1970/05/28,MALE,2020-04-18,156.48,Downtown
7744,Sarah Nguyen,1990/07/24,MALE,2020/07/09,182.34,Suburbs
5664,Philip Ross,1999/04/05,M,2020/02/21,42.25,Suburbs
4262,Jane Johnson,1993-05-20,M,2023/12/31,35.18,AirportStore
3781,Jack Martins,1991-03-08,FEMALE,2023/10/12,188.99,OutletCenter
#2564,Amanda Hall,1983/02/06,F,2021-08-28,42.62,OutletCenter
8481,Melissa Ross,1980/04/29,FEMALE,2023/04/29,42.22,ShoppingMall
8820,Robert Rocha,1997/04/29,FEMALE,2023-05-23,77.01,AirportStore
#10893,Jerry Hall,1981/10/11,FEMALE,2023/02/11,128.80,OutletCenter
#7133,Emily Taylor,1992/06/12,FEMALE,2022/08/09,170.97,Downtown
#7726,Peter Perez,1989/09/22,MALE,2023/12/29,75.01,Suburbs
#10371,Jerry Taylor,1998-11-14,FEMALE,2021/03/31,130.80,Downtown
7422,Jason White,1976-12-14,F,2021-07-17,10.29,Downtown
4758,David Lee,1973/04/08,F,2021-06-28,58.58,Downtown
10255,Amanda Kim,1992/01/21,FEMALE,2022/06/01,91.13,AirportStore
10690,Derek Smith,1975/12/11,F,2020-01-14,94.98,Suburbs
#6315,Samantha Ray,1986-07-21,MALE,2023/10/23,59.54,Suburbs
#5379,Anna Green,1998-02-22,M,2020-01-17,21.45,Suburbs
6842,Sarah Perez,1998-03-15,FEMALE,2022/09/05,99.19,AirportStore
4602,Peter Taylor,1995-12-15,FEMALE,2022-02-12,157.14,ShoppingMall
5352,Marcia Black,1985/07/10,MALE,2023-02-01,53.51,ShoppingMall
7035,Clara Smith,1986/03/10,MALE,2022-04-16,183.57,Suburbs
7598,Clara Taylor,1970-09-10,MALE,2021-08-11,45.11,AirportStore
7005,John Martins,1990-06-05,FEMALE,2022/03/29,107.79,OutletCenter
#6203,Renan Ross,1980-08-12,F,2020/08/14,41.86,Suburbs
#2639,Robert Taylor,1976/05/12,M,2022/12/14,87.65,AirportStore
#7188,Jason Pereira,1992-02-03,FEMALE,2020-06-19,73.01,ShoppingMall
#8854,Karen Pereira,1981-07-10,FEMALE,2021/08/26,130.83,ShoppingMall
3048,Derek Doe,1988/01/23,M,2021-07-06,125.36,OutletCenter
#1058,Arthur Smith,1976-10-23,M,2020-01-11,193.10,Suburbs
#8205,Philip Hall,1978-02-17,MALE,2021-09-23,139.31,ShoppingMall
3109,Jack Carter,1981-11-01,F,2023/06/15,87.80,Suburbs
1332,Peter Kim,1998/11/04,M,2021-04-11,188.03,ShoppingMall
#4933,Sarah Davis,1990-02-11,FEMALE,2022-05-07,101.05,Downtown
7145,Derek Scott,1979-11-09,FEMALE,2022/07/24,189.15,AirportStore
#10130,Michelle Johnson,1994-12-09,F,2022/09/26,105.12,ShoppingMall
#1523,Diana White,1978-12-14,F,2023-05-25,145.83,OutletCenter
#10919,Jerry White,1987/02/09,F,2020/01/07,191.28,AirportStore
#5026,Samantha Clark,1975-10-03,FEMALE,2022-12-06,70.65,ShoppingMall
7918,Michelle Brown,1990/10/28,F,2022/06/13,108.86,Downtown
5306,Jane Wilson,1980-07-20,M,2020-08-10,43.36,ShoppingMall
1032,Julia Rocha,1987-06-05,F,2023-03-18,41.22,AirportStore
#10411,Philip Baker,1973-08-07,MALE,2023/05/12,121.10,ShoppingMall
7134,Diana Johnson,1999-05-18,F,2020-04-19,43.80,ShoppingMall
7488,David Pereira,1984/10/17,MALE,2023-09-09,119.29,Suburbs
3089,Samantha Taylor,2003-04-12,MALE,2022/01/07,93.22,Suburbs
#3095,Philip White,1971/09/07,F,2021-12-31,148.15,AirportStore
3101,Lisa Clark,1994-10-31,F,2022/01/24,174.24,Downtown
5100,Joshua Wilson,1997-01-29,F,2020-06-26,181.98,Suburbs
#3562,Emily Hall,1995-04-23,MALE,2022-02-27,84.70,AirportStore
1451,Mike Price,2002-03-19,FEMALE,2023-12-21,146.32,Suburbs
#9794,Marcia Taylor,1992/06/25,FEMALE,2023-02-14,88.23,OutletCenter
9369,Michelle Thomas,1974-06-13,FEMALE,2021-06-17,184.82,OutletCenter
#10095,Bruna Price,1999/09/06,MALE,2021/08/31,149.31,OutletCenter
#5140,Diana Hughes,1998/03/30,MALE,2021/11/08,138.12,ShoppingMall
#3481,Mike Davis,1975/08/16,FEMALE,2021/12/21,143.98,OutletCenter
6686,Clara Schmidt,1984-03-06,MALE,2020/11/01,106.41,Downtown
#2838,Karen Young,1999-06-10,FEMALE,2020/02/15,66.61,Downtown
#5606,Derek Lee,2001/04/14,MALE,2021-09-28,172.80,ShoppingMall
#1857,Samantha Johnson,2002-11-13,F,2021-02-22,107.13,Downtown
7780,Robert Ray,1996-02-04,F,2023-01-02,96.31,AirportStore
#7654,Mike Carter,2004-11-03,FEMALE,2020/01/15,87.67,AirportStore
7697,Joshua Clark,1990/01/26,FEMALE,2020-10-04,14.68,Downtown
6278,Bruna Scott,1977/06/08,FEMALE,2020/11/22,195.24,Downtown
3428,Philip Carter,1998-05-15,M,2021/12/03,31.03,OutletCenter
1551,Bruna Carter,1973-06-28,F,2023/03/19,105.24,OutletCenter
3514,Jason Ray,1981-12-20,FEMALE,2020/08/11,93.28,Suburbs
#6270,Robert Lee,2002/10/31,M,2023/06/20,127.99,ShoppingMall
#2516,Clara Carter,1989/10/12,MALE,2022-10-28,169.62,ShoppingMall
#1350,Renan Young,1981-12-11,MALE,2020-09-13,77.29,AirportStore
10134,Peter Thomas,2001-01-26,MALE,2020/07/03,120.43,OutletCenter
2653,Melissa Martins,2003-05-08,M,2023-04-26,40.81,Suburbs
4934,Jane Young,1971/06/14,FEMALE,2022/09/10,99.85,OutletCenter
#1734,Karen Kim,1993/04/27,F,2022-03-29,168.35,OutletCenter
#3741,Joshua Carter,2005/03/31,F,2023/06/26,76.58,OutletCenter
4682,Melissa Ross,1977-04-07,FEMALE,2022-06-19,125.34,Suburbs
#2247,John Black,1978-10-30,FEMALE,2023/05/12,21.01,Suburbs
#3091,Jane Ray,1994-04-17,F,2023/07/01,18.54,Downtown
#7728,Jerry Johnson,1977-10-19,M,2020/07/23,89.25,ShoppingMall
6865,Renan Brown,1992-04-02,F,2022/11/10,58.98,OutletCenter
10122,Jason Wilson,1981-07-09,FEMALE,2020-06-12,72.10,Suburbs
#2894,Samantha Pereira,2004/12/05,F,2021/08/15,63.37,Suburbs
8849,Samantha Carter,1971/11/11,M,2021/06/08,196.36,OutletCenter
4781,Karen Doe,1996/08/09,FEMALE,2023/12/25,197.76,Suburbs
#7502,Amanda Taylor,1987-01-30,F,2023/07/10,150.18,ShoppingMall
10740,Derek White,1980-06-16,FEMALE,2023/12/19,25.03,OutletCenter
6232,David Hughes,1977-03-02,FEMALE,2022/08/07,149.89,Downtown
#10975,Sarah Brown,1980/11/05,F,2023-06-02,50.69,AirportStore
1655,Monica Ross,2003/04/19,F,2020-09-12,20.53,Downtown
#9298,Bruna Hughes,1984/04/27,FEMALE,2021/01/18,88.50,OutletCenter
#3565,Jerry Green,1983/12/31,M,2020/05/10,56.10,AirportStore
#6039,John Young,1979-10-31,M,2023-07-12,53.80,AirportStore
10232,Jack Baker,1979-07-13,MALE,2021/04/30,95.98,Downtown
#5967,Jerry Scott,1998-05-11,F,2023-06-28,96.94,Suburbs
7607,Samantha Ray,1982-07-27,M,2021/09/19,162.18,AirportStore
#9713,Anna Thomas,1985/09/13,F,2020/05/06,185.75,ShoppingMall
#1636,Emily Wilson,2000-01-27,M,2021-09-09,182.38,OutletCenter
7523,Mike Hall,1980-01-22,F,2020-11-08,35.96,Downtown
#1354,Jason Lee,1999/06/24,FEMALE,2022/08/31,14.54,OutletCenter
#2797,Michelle Martins,1973/02/02,M,2022-11-14,152.87,Downtown
4636,Diana Price,1978/08/29,M,2023/08/10,54.30,ShoppingMall
#4016,Lisa Ross,1981/11/01,MALE,2023/08/09,66.51,AirportStore
10393,Michelle Ray,1992/07/24,M,2023-10-11,108.08,Suburbs
#5975,Jane Ross,1991/10/11,F,2020-07-15,102.31,ShoppingMall
2983,David Clark,1974/06/16,FEMALE,2022/07/08,154.68,AirportStore
#5133,Jerry Hughes,1975-03-18,M,2022/05/03,196.41,ShoppingMall
4350,John Davis,2003-02-15,MALE,2020-06-17,191.70,ShoppingMall
2302,Derek Smith,1977/04/21,FEMALE,2020/03/14,179.84,ShoppingMall
#9605,Emily Clark,1996/08/26,M,2021/08/12,111.15,AirportStore
#10320,Mike Green,1972/02/20,M,2021-02-27,98.11,Downtown
#3691,Julia Perez,1998/09/29,F,2022-02-09,120.90,OutletCenter
5355,Karen Thomas,1981/12/10,FEMALE,2020/05/21,95.88,OutletCenter
#7652,Renan Doe,1989-04-21,M,2020-08-03,81.04,OutletCenter
#6094,Joshua Perez,1989-05-11,MALE,2021/11/25,26.64,Suburbs
#7348,Anna Young,1983-05-19,F,2023/08/27,153.26,OutletCenter
8801,Diana Hall,1981/10/21,M,2021/08/19,130.47,Downtown
#7514,Derek Hughes,1993-03-23,FEMALE,2020-01-03,130.22,AirportStore
#6394,John Green,1996/07/24,MALE,2023/12/29,165.87,Suburbs
#3651,Julia Hall,1995-03-03,FEMALE,2023/06/12,92.23,OutletCenter
5922,John Price,1984/05/30,FEMALE,2021-10-27,119.08,AirportStore
#9356,Joshua Johnson,1985/06/28,MALE,2021/04/03,66.02,OutletCenter
1328,Monica Perez,1981-10-21,MALE,2020/05/29,182.95,OutletCenter
#10788,Renan Lee,1981/06/02,M,2021/03/24,194.72,AirportStore
#5607,Melissa Rocha,1984-05-04,F,2023-10-05,50.36,AirportStore
#5289,Robert Brown,1975/06/23,F,2023-05-04,132.08,Suburbs
#2191,Jason Wilson,1974-12-06,F,2020/10/14,140.34,ShoppingMall
#4511,Diana Black,1971-08-03,F,2020-05-13,51.43,Downtown
#7261,Jason Baker,1977/05/09,F,2020-08-20,113.04,Suburbs
#5500,Peter White,1984-04-13,MALE,2021-08-07,106.43,ShoppingMall
2648,John Kim,1976/11/09,F,2022-08-29,128.05,AirportStore
8074,Arthur Wilson,1980-12-10,MALE,2022-12-16,165.21,ShoppingMall
#4605,Anna Young,1992-09-15,M,2020-03-28,105.28,OutletCenter
5432,Anna Green,2002-05-12,FEMALE,2020/12/01,98.45,AirportStore
7464,Renan Green,1985-10-27,F,2023-05-14,30.80,AirportStore
9266,Anna Green,1994-08-01,MALE,2022/09/04,136.78,Downtown
#3286,Philip Lee,1976/06/14,MALE,2022-04-16,78.83,Downtown
4404,Jason Doe,1996/06/04,FEMALE,2020-10-29,94.89,Suburbs
#10220,Clara Ray,2001/02/04,FEMALE,2020/06/20,14.53,Downtown
#9681,Anna Johnson,1994-06-14,M,2021/07/09,31.99,OutletCenter
8191,Renan Kim,1977-12-03,MALE,2023-01-05,145.09,AirportStore
2598,Monica Brown,2002/02/25,FEMALE,2021-08-26,167.22,Suburbs
5019,David Kim,2005/04/02,F,2022-09-21,38.80,AirportStore
9801,Karen Black,2002/04/20,MALE,2023/10/21,74.70,ShoppingMall
#2600,Samantha Smith,1980-07-04,F,2021-10-10,67.07,Downtown
2264,Julia Carter,2000/11/23,M,2021-03-01,151.00,ShoppingMall
4313,John Martins,1998/06/08,M,2022/05/30,190.74,Suburbs
#8203,Derek Ross,1986/10/14,FEMALE,2021/01/23,185.95,AirportStore
#6233,Jerry Young,1978-01-12,MALE,2021-09-05,30.10,ShoppingMall
#2492,Jason Taylor,1984/10/25,F,2023-06-04,56.13,AirportStore
#6901,Anna Young,1995/07/10,M,2022/09/13,101.83,Downtown
#6871,Jack Doe,1992/12/28,F,2023-01-02,60.86,OutletCenter
8745,Diana Scott,1987/03/31,FEMALE,2020/01/26,176.86,OutletCenter
7053,Peter Scott,1980-08-03,F,2022-06-25,171.51,Downtown
#4285,Robert Wilson,1994-04-10,MALE,2023/09/05,122.82,ShoppingMall
6597,Clara Johnson,1972/03/29,M,2021-08-16,128.77,Suburbs
3053,Arthur Nguyen,1971-10-14,MALE,2022-07-23,119.48,AirportStore
#8921,Bruna Thomas,1981-01-25,M,2022-01-01,64.63,OutletCenter
#1129,Lisa Pereira,2004/01/22,F,2022/02/07,91.14,Downtown
#10217,Marcia Clark,1999-11-04,MALE,2021/12/30,11.26,OutletCenter
1033,Michelle Schmidt,1995/06/27,F,2022-07-24,41.96,Downtown
#5482,Clara Green,1978-05-31,MALE,2023-02-03,195.81,OutletCenter
7136,Diana Davis,1989/04/15,F,2021-07-03,139.84,AirportStore
#10026,David Rocha,1972/02/08,FEMALE,2023/06/05,134.97,ShoppingMall
3854,Marcia Perez,1999-05-08,M,2021/08/23,195.49,OutletCenter
#7393,Sarah Hughes,2000-04-27,F,2020/07/17,163.17,AirportStore
2307,Monica Black,1990-08-02,F,2021-05-01,195.43,Suburbs
#8794,Lisa Price,1976-04-22,F,2021-10-26,157.80,Suburbs
8240,Arthur Green,1973/09/10,FEMALE,2021-04-10,123.21,ShoppingMall
#3106,Melissa Doe,1993-10-30,M,2022/01/20,187.80,OutletCenter
5083,Mike Clark,2004/01/20,M,2021-03-18,99.06,AirportStore
4867,Robert Thomas,1977/02/13,MALE,2022/02/16,133.77,OutletCenter
2777,Anna Ross,1977/05/07,M,2023/11/22,144.79,OutletCenter
#2008,Emily Johnson,2000-07-31,MALE,2023-03-18,157.69,Suburbs
7265,Melissa Young,1984/09/21,MALE,2020-09-28,192.71,Suburbs
#7371,Melissa Thomas,1991-05-24,FEMALE,2020/08/31,35.00,Suburbs
#3630,Philip Clark,1993-02-07,MALE,2020-10-03,121.74,Suburbs
2376,Jane Black,1971-10-19,FEMALE,2022-04-02,183.45,ShoppingMall
#10527,Monica Perez,1995/10/26,FEMALE,2021-05-26,98.21,ShoppingMall
6825,Jane Young,1984/07/31,FEMALE,2022-12-17,25.01,Suburbs
#9631,Amanda Green,2002-03-23,F,2023-02-24,11.87,OutletCenter
10065,Bruna Perez,2002/05/27,FEMALE,2020-05-26,34.58,ShoppingMall
3171,Mike White,1985/08/20,M,2022/08/27,51.12,Downtown
2509,Jane Ross,2000/12/18,MALE,2020/09/03,19.77,ShoppingMall
#9651,Renan Martins,1985/12/13,MALE,2020/12/29,135.65,OutletCenter
#2952,Emily Hall,1997/12/04,MALE,2020-11-25,129.42,OutletCenter
#7530,Monica Price,1986-03-09,F,2022/10/28,27.72,Downtown
1679,Monica Rocha,1979-01-17,MALE,2020-06-13,36.21,AirportStore
3444,Renan Taylor,2002-02-07,MALE,2020-01-20,85.62,Suburbs
5258,Jason Scott,1973-04-02,MALE,2021-06-09,108.64,Suburbs
#6338,Monica Taylor,1991/10/09,MALE,2022/03/28,60.69,ShoppingMall
3392,Melissa Brown,1995/01/03,FEMALE,2023-10-11,39.46,Suburbs
#3385,Philip Johnson,1971/07/26,F,2022-08-19,62.07,Downtown
#6891,Michelle Carter,2004-06-20,M,2023-04-30,181.32,Downtown
5927,Samantha Thomas,1998/01/29,F,2020-03-11,183.63,Suburbs
#10291,Arthur Brown,1987-05-16,M,2021-08-12,197.73,Suburbs
#9599,Clara Schmidt,2005/04/20,F,2023-12-19,31.26,Suburbs
#1075,Renan Davis,1984/06/25,FEMALE,2020/08/15,58.66,ShoppingMall
1075,Arthur Doe,1995-08-17,MALE,2023-02-21,136.10,Suburbs
#2780,Emily Smith,1993/02/21,M,2021/08/07,82.75,OutletCenter
8715,Philip Perez,1994-12-31,MALE,2023-08-26,74.52,AirportStore
#10116,Jerry White,1995/10/28,FEMALE,2021/03/08,189.04,Suburbs
#3460,Peter Brown,1994-01-24,M,2021/10/31,156.10,AirportStore
