order_id,customer_name,customer_dob,customer_gender,order_date,order_cost,store_location
#9113,Jason Schmidt,1996/09/08,F,2022-09-26,141.63,AirportStore
5142,Julia Lee,1979/12/31,FEMALE,2021-04-19,59.38,ShoppingMall
9826,John Johnson,1970-02-02,MALE,2023-11-30,82.37,OutletCenter
#6215,Amanda Clark,1976/02/12,M,2022/08/17,18.70,AirportStore
9007,Lisa Pereira,1996/02/06,MALE,2023/06/05,28.87,OutletCenter
1170,Melissa Clark,1978-07-01,FEMALE,2021/06/23,174.62,AirportStore
#4399,Renan Hughes,1989-01-17,M,2020/12/11,138.93,Suburbs
#5619,Jack Thomas,1994-12-05,M,2023-07-05,65.23,OutletCenter
#5256,Sarah Price,2002-08-18,F,2021/03/09,68.56,Downtown
#4368,Monica Doe,1978/12/15,MALE,2023/02/28,171.31,ShoppingMall
1597,Melissa Nguyen,1972/04/10,MALE,2023/12/23,55.17,AirportStore
8185,Lisa Doe,1976/03/25,F,2022-08-15,76.81,OutletCenter
2942,Samantha Wilson,1986-09-08,FEMALE,2022/03/30,52.19,Suburbs
#9136,Jerry Black,2005/08/27,F,2021-10-12,173.70,AirportStore
#7586,Peter Clark,1972-01-29,M,2021-08-05,33.73,AirportStore
#10674,Monica Brown,1998-09-27,FEMALE,2020/02/25,125.10,Downtown
7015,Renan Brown,2005/08/12,MALE,2023/09/28,170.48,Downtown
1979,Jane Perez,1994-10-28,FEMALE,2020-06-19,134.52,Suburbs
#10080,Michelle Clark,1976-11-04,MALE,2020-05-09,69.32,OutletCenter
#10141,Samantha Wilson,1987/06/05,MALE,2021/06/27,58.98,AirportStore
#9084,Monica Doe,1982-03-18,FEMALE,2020/06/21,144.76,Downtown
#9488,Mike Thomas,1986-02-26,M,2020/05/05,147.23,Downtown
6896,Jerry Lee,1971-02-19,F,2022/10/02,54.74,Downtown
4827,Clara Pereira,1972-09-23,FEMALE,2022-02-11,154.13,Suburbs
#6920,Anna Rocha,1982-02-27,FEMALE,2023-06-22,128.89,Downtown
#7122,John Green,1981/10/14,MALE,2021-02-21,59.03,Downtown
#3467,Clara Scott,1983-12-05,MALE,2023-02-11,180.72,Downtown
1786,Arthur Martins,1981-11-02,MALE,2020-01-24,110.79,AirportStore
1095,Jerry Hughes,2004/03/25,F,2021/12/07,124.64,ShoppingMall
2693,Samantha Taylor,1987-02-25,FEMALE,2023/07/28,153.83,OutletCenter
#3699,Clara Taylor,1986-07-15,FEMALE,2023/11/26,11.55,ShoppingMall
3774,Emily Brown,1974-01-02,MALE,2022-03-08,170.85,AirportStore
#4759,Bruna Taylor,2002-07-05,MALE,2021/10/08,130.35,ShoppingMall
9560,Karen Taylor,1995/12/14,F,2021/02/15,75.59,Suburbs
#1973,Derek Pereira,2003/05/27,F,2022/11/29,52.96,Downtown
#6518,David Green,1987-09-23,F,2023-11-28,167.57,ShoppingMall
#7997,Arthur Wilson,1995-11-28,MALE,2021-03-22,175.85,OutletCenter
#6545,Mike Hughes,1982-03-30,MALE,2021/09/03,65.73,AirportStore
9279,Philip Wilson,1997-03-14,M,2020-03-26,51.14,AirportStore
#8321,Bruna Green,2003-03-31,F,2021-10-14,135.96,OutletCenter
4098,Sarah Carter,1985-04-02,FEMALE,2021-03-17,99.47,OutletCenter
9823,Monica Young,1997-11-19,F,2021-07-20,173.92,Downtown
#3351,Julia Pereira,1977/03/12,FEMALE,2022-05-19,187.19,OutletCenter
#5416,Amanda Hall,1979-09-03,FEMALE,2021-02-14,96.76,Suburbs
#2414,Marcia Davis,2003/11/14,F,2023-05-17,80.54,ShoppingMall
#10106,Monica Baker,1995-01-25,F,2022/05/14,174.07,Downtown
6380,John Davis,1970-05-23,MALE,2021-09-14,46.07,Downtown
1529,Renan Baker,1984-03-24,FEMALE,2022/03/19,154.99,Downtown
5581,David Baker,1993/08/14,M,2021/04/19,28.75,ShoppingMall
9717,David Nguyen,1994/04/15,FEMALE,2023/12/19,170.80,Suburbs
#8823,Michelle Black,1981-04-18,FEMALE,2021-09-07,113.43,OutletCenter
#5864,Michelle Martins,1972/06/15,MALE,2023-05-31,118.40,OutletCenter
#3174,Amanda Taylor,1973/11/03,F,2020/09/26,97.84,OutletCenter
#4369,Peter Hall,1999/06/01,MALE,2021-07-19,100.18,Suburbs
7376,Monica Ross,1973-12-09,MALE,2021/11/29,131.19,AirportStore
4973,Jane Young,1976/07/11,M,2023-12-27,33.68,AirportStore
6258,Julia Doe,1979-04-28,M,2020/01/25,29.51,OutletCenter
#6076,Marcia Davis,1985/03/21,MALE,2020-09-21,78.22,ShoppingMall
3209,Sarah Taylor,1997/02/11,F,2021/03/15,197.75,AirportStore
5077,Anna Green,1987/10/18,F,2020/06/30,77.99,ShoppingMall
#5650,Jason Young,1978/05/15,F,2023/06/06,100.10,OutletCenter
#2182,Arthur Ray,2001-07-02,MALE,2020-10-20,37.25,Suburbs
#8287,Jane Pereira,1999/12/30,MALE,2022-04-09,138.94,Downtown
#5128,Jack Carter,2000-10-17,MALE,2022/09/28,77.67,ShoppingMall
#3273,Sarah Perez,1983-11-15,FEMALE,2023/08/14,151.83,AirportStore
#1652,Renan Martins,1970/12/28,M,2021-05-14,191.90,AirportStore
#7495,Anna Clark,1978/02/10,FEMALE,2020-07-18,77.69,ShoppingMall
3828,Arthur Perez,2005/09/28,MALE,2020-06-22,170.30,ShoppingMall
3640,Karen Doe,1978-04-17,FEMALE,2022/04/15,122.59,Suburbs
#2266,Julia Martins,1979-11-10,M,2020/06/29,92.55,OutletCenter
#3573,David Hall,1984/06/11,FEMALE,2022/06/13,78.26,ShoppingMall
#5036,John Brown,1978-09-26,FEMALE,2023/10/14,57.48,Suburbs
2821,Michelle Martins,1992/07/28,M,2023/01/07,87.10,Suburbs
#4323,Lisa Schmidt,1993/11/25,F,2023/10/18,173.50,OutletCenter
#4070,Jason Perez,1973/03/17,F,2021/04/07,11.87,OutletCenter
7695,Joshua Black,1973-05-29,M,2023/07/28,76.44,OutletCenter
5782,Jason Young,1982-02-03,M,2021-09-24,136.46,Downtown
#3388,Sarah Wilson,1997/10/06,FEMALE,2021-09-26,90.30,OutletCenter
6263,Amanda Doe,2000/04/18,M,2020-11-08,94.44,ShoppingMall
#9058,Diana Hall,1979/11/07,FEMALE,2022/08/31,52.06,AirportStore
#8095,David Lee,1987/01/21,F,2020-10-08,60.03,Downtown
#5866,Anna Kim,1970/03/30,F,2022-07-21,91.90,OutletCenter
#5104,Emily Green,1994-04-11,M,2020-09-07,38.86,Suburbs
6670,Diana Clark,1982/08/19,F,2020-07-15,156.96,OutletCenter
#2990,Monica Johnson,1996-07-06,FEMALE,2020/01/08,73.45,Suburbs
#7872,Joshua Scott,1993/12/18,MALE,2022/02/20,25.67,Downtown
1930,Monica Davis,1972/05/05,FEMALE,2021/09/15,193.68,Suburbs
#3357,Anna Black,1996-04-07,FEMALE,2022/09/06,117.66,OutletCenter
#7745,Monica Scott,2003-02-11,M,2021/03/30,49.17,ShoppingMall
#5690,Michelle Doe,1987/02/11,M,2022-09-25,101.66,ShoppingMall
6707,Lisa Hughes,1985/04/09,MALE,2022-07-26,100.16,ShoppingMall
#2953,Philip Martins,1996-05-13,FEMALE,2023/10/14,120.17,Downtown
#2684,Arthur Smith,1991-03-25,MALE,2023/08/19,133.52,Downtown
4530,Anna Baker,2000-10-20,F,2020-01-15,17.38,ShoppingMall
#3088,Mike Young,2001/10/09,FEMALE,2020-10-24,97.37,AirportStore
#3191,Melissa Nguyen,1982/09/20,FEMALE,2021/03/03,195.96,Downtown
#9006,Bruna Scott,1971-12-03,MALE,2023/12/27,62.69,Suburbs
2423,Diana Clark,1989/07/05,FEMALE,2020/12/29,96.51,ShoppingMall
#4223,Julia Rocha,1993-01-24,M,2023/11/22,191.12,OutletCenter
10741,Clara Ray,1979/07/12,FEMALE,2022-10-02,121.15,Suburbs
9221,Derek Green,1996/07/25,F,2020/01/24,17.81,Suburbs
#3177,Joshua Wilson,1976/04/20,M,2021-12-04,148.23,Suburbs
9895,Amanda Lee,1970/08/19,FEMALE,2022-08-08,123.89,ShoppingMall
10999,Michelle Ross,1977/01/24,FEMALE,2021-02-03,83.58,OutletCenter
#6153,Derek Carter,1974-08-14,M,2021/01/27,99.44,Suburbs
5025,Melissa Price,1976-06-12,F,2020-10-13,117.60,OutletCenter
#2325,Anna Smith,1986/12/16,M,2023-03-13,98.14,Downtown
6783,Bruna Davis,1970-04-19,F,2021-11-10,15.24,AirportStore
7767,Lisa Johnson,1993-09-12,M,2020-06-28,114.18,Suburbs
8138,Emily Clark,1984/04/22,MALE,2022/03/15,135.09,AirportStore
#6297,Amanda Green,1973/10/19,FEMALE,2022/08/22,17.69,OutletCenter
2515,Monica Green,1978/01/17,F,2020-08-05,37.04,Downtown
#5047,Derek Scott,1980-06-17,MALE,2020/03/18,180.10,Suburbs
2470,Melissa Hall,1970/11/02,F,2023/08/16,101.26,AirportStore
4908,Jerry Kim,2005/07/14,FEMALE,2022-02-11,179.55,OutletCenter
8617,Jack Doe,1997/06/29,M,2022-01-23,196.37,Suburbs
3551,Arthur Schmidt,1996-05-23,F,2023/03/21,90.52,Suburbs
5203,Melissa Brown,2002-06-06,FEMALE,2023-08-28,112.77,ShoppingMall
5844,John Lee,1990-12-09,M,2023/11/10,20.76,ShoppingMall
3347,Diana Brown,1997-08-25,M,2021-09-13,71.73,AirportStore
#8768,Julia Baker,1984-04-06,MALE,2021/01/06,168.24,Suburbs
4154,Bruna Ray,1988/06/20,F,2022-06-23,162.72,OutletCenter
#9795,Julia Pereira,2002/07/12,FEMALE,2022/05/31,112.23,AirportStore
#4173,Joshua Brown,1985/04/05,FEMALE,2020-12-06,192.28,ShoppingMall
3429,Bruna Wilson,1990-04-27,FEMALE,2020-09-17,160.19,Suburbs
#9781,Karen Young,1971-06-02,F,2023-11-16,111.22,Suburbs
#6870,Sarah Scott,2002/07/03,MALE,2020/01/10,122.58,Suburbs
#3939,Amanda Schmidt,1981/05/06,MALE,2020-07-21,130.75,ShoppingMall
#6471,Anna Schmidt,1991/12/08,MALE,2023-08-13,24.85,OutletCenter
6600,Mike Davis,1993/07/31,M,2022-01-08,24.77,Downtown
#7180,Samantha Ray,1983-09-23,M,2020/11/27,163.52,OutletCenter
9707,Diana Young,1983-12-19,F,2020/04/10,78.28,Suburbs
#6725,Sarah Taylor,2003/12/30,F,2021/05/07,129.89,ShoppingMall
#7861,Julia Green,1992-10-25,FEMALE,2021/04/08,39.20,ShoppingMall
#9135,Lisa Price,1994-07-15,M,2020/06/08,68.87,ShoppingMall
#8530,Lisa Ray,1981/09/06,MALE,2023-07-11,188.56,AirportStore
#1798,Jane Young,1981/12/14,F,2022-08-15,112.81,AirportStore
7147,Philip Black,1972/03/07,F,2022-03-21,124.36,AirportStore
#2078,Jason Pereira,1999/12/24,M,2020-06-04,161.27,AirportStore
#6389,Peter Smith,1988/09/28,F,2023/04/12,116.87,OutletCenter
#1891,Lisa Doe,1996-02-27,M,2023/01/18,83.01,ShoppingMall
#9257,Emily Perez,2001-01-17,M,2021/05/21,28.91,ShoppingMall
10675,Arthur Black,1991-05-27,MALE,2021/11/14,25.63,AirportStore
#7859,Diana Thomas,1973-02-03,F,2023-07-07,100.34,AirportStore
2640,Joshua Baker,1984/01/08,MALE,2022-02-23,23.58,Suburbs
5298,Melissa Ross,1974/09/19,FEMALE,2021/11/29,191.32,OutletCenter
8310,Melissa Thomas,1975/01/12,F,2020/10/01,38.05,Suburbs
#3428,Marcia Wilson,1999-02-25,F,2023/12/13,183.33,OutletCenter
2797,Michelle Doe,1988/10/16,M,2023/04/07,19.38,ShoppingMall
5450,Joshua Young,1997/02/09,M,2023/10/09,172.65,AirportStore
#5117,Melissa Ray,1981/12/07,MALE,2020/12/22,49.91,Suburbs
#2234,Bruna Black,2004-04-10,FEMALE,2020-03-27,151.51,ShoppingMall
5446,Samantha Lee,2002-04-30,MALE,2022-11-24,126.06,Downtown
#8378,Samantha Davis,2002-10-01,F,2021/11/16,184.18,Downtown
#9673,Joshua Ray,2004/08/01,FEMALE,2021-04-13,194.69,ShoppingMall
#10582,Diana Martins,1997/03/21,M,2022-11-19,53.19,AirportStore
#3496,Amanda White,1994-03-23,M,2020/04/16,118.00,ShoppingMall
7209,Melissa Davis,1989/08/03,F,2022/07/09,137.66,Suburbs
#7163,Joshua Clark,1983-01-09,M,2023/02/22,129.00,ShoppingMall
#6977,Melissa Johnson,1991/05/13,FEMALE,2022-10-14,22.00,OutletCenter
3691,Monica White,1993-03-27,FEMALE,2020-11-25,113.89,OutletCenter
#2970,Diana Hughes,1992/08/19,M,2020-08-28,132.64,AirportStore
#6511,Samantha Baker,1978-09-28,MALE,2020/11/28,102.82,Suburbs
#1866,Derek Davis,1984/03/25,MALE,2020-07-23,94.06,OutletCenter
#9783,Amanda Martins,1996-08-29,M,2021/09/27,11.18,Suburbs
4078,Robert Brown,1975/07/22,MALE,2022/08/20,25.96,ShoppingMall
10478,Monica Price,1970-08-28,FEMALE,2022-04-13,21.92,Suburbs
#1338,Monica Price,1979-05-23,F,2020-07-26,38.39,Downtown
#2065,Joshua Green,1983/01/17,MALE,2021-12-14,25.70,ShoppingMall
6804,Monica Taylor,1992-07-03,FEMALE,2023-01-17,39.14,Suburbs
5826,Philip Perez,1983/06/23,FEMALE,2020-12-22,127.00,ShoppingMall
#7264,Jerry Wilson,1993-01-15,MALE,2022/05/07,49.32,Suburbs
#8603,Michelle Pereira,1970/06/05,MALE,2020/02/03,13.00,AirportStore
#1180,Jason Baker,1983-03-14,F,2020-03-11,175.63,ShoppingMall
9614,Amanda Johnson,2005/11/01,F,2023/01/11,127.17,ShoppingMall
#2895,Jack Perez,1983/05/14,FEMALE,2021-12-19,126.54,ShoppingMall
#1163,Robert Perez,2005-02-12,FEMALE,2020/07/11,170.68,Downtown
10321,Monica White,1979/09/22,F,2020/12/06,189.02,Downtown
#5024,Jerry Price,1992-11-24,FEMALE,2022-08-08,42.98,Suburbs
#10033,Jane Johnson,1975/08/12,M,2020-08-14,60.21,Downtown
#5395,Derek White,2001/07/18,MALE,2020-05-04,148.19,OutletCenter
6145,Michelle Nguyen,2000-11-25,MALE,2021/05/21,149.67,Downtown
#9946,Peter Hughes,1997/02/27,FEMALE,2020-11-02,145.00,ShoppingMall
3024,Amanda Johnson,1970/01/05,FEMALE,2020-04-26,97.33,Suburbs
5619,Samantha Lee,2003/08/18,F,2022-11-20,128.25,OutletCenter
7447,Jack Rocha,1985-12-19,M,2021-11-18,179.99,ShoppingMall
#4349,Robert Scott,1995/12/04,MALE,2022/06/20,199.49,Downtown
#8146,Monica Wilson,2005-01-07,F,2020/01/24,95.07,OutletCenter
#4891,Karen Green,1987-09-17,M,2020/05/19,112.94,Suburbs
4766,Joshua Taylor,1990-09-11,FEMALE,2020-08-24,160.77,OutletCenter
1012,Jason Kim,1994/04/16,FEMALE,2020/02/28,178.53,Downtown
#1147,Robert Johnson,1995/01/23,M,2023-11-19,91.96,Downtown
8740,John Schmidt,1970/02/19,F,2022/08/11,26.75,AirportStore
4169,Clara Johnson,1975/01/11,F,2020/08/10,138.13,Suburbs
6930,Anna Baker,2002/10/09,FEMALE,2022/11/14,121.33,AirportStore
#2443,Amanda Ross,2003-08-01,FEMALE,2022/02/08,100.78,Suburbs
#5832,Mike Thomas,2000/08/24,F,2023-06-12,138.72,AirportStore
1903,Renan Scott,1982/11/15,MALE,2022/10/22,105.73,AirportStore
#6539,Jack Davis,2002-04-25,F,2022-10-06,51.62,ShoppingMall
#8274,John Green,1984-04-26,MALE,2023-02-19,134.82,Downtown
1625,Monica Smith,1981-04-01,FEMALE,2021-07-22,84.01,OutletCenter
#5502,Melissa Brown,1973/08/06,M,2023-06-16,38.68,OutletCenter
1139,Robert Schmidt,1972/04/26,M,2023-03-17,21.31,ShoppingMall
4094,Mike Johnson,1989-06-13,F,2022-11-23,165.51,ShoppingMall
#10824,Jerry Young,2001/04/17,M,2021/09/30,137.79,OutletCenter
10330,Julia Clark,1973/04/16,FEMALE,2020/11/10,166.90,OutletCenter
10418,Karen Pereira,1986-02-15,FEMALE,2021/11/09,187.97,OutletCenter
#5084,Michelle Doe,1972/10/31,F,2020/12/27,162.50,AirportStore
5857,Anna Smith,1977-01-10,M,2020-06-28,124.78,OutletCenter
#3695,Sarah Brown,1974-04-03,M,2021-05-13,65.96,AirportStore
2067,Samantha Clark,1977/08/09,FEMALE,2020/12/05,144.07,ShoppingMall
7465,David Carter,2002/01/15,M,2022-03-16,129.42,Suburbs
1405,Derek Young,1976/07/13,FEMALE,2023/06/22,168.48,ShoppingMall
#10460,Michelle Black,1998-03-20,F,2021-02-18,105.03,ShoppingMall
#7631,Renan Davis,1995-03-10,M,2020-11-29,73.51,ShoppingMall
#1771,Marcia Martins,2004/01/22,MALE,2021-12-22,55.88,ShoppingMall
6017,Robert Taylor,1971-10-06,F,2023/02/26,146.57,Suburbs
9202,Jack Black,1995-09-17,M,2021/11/20,158.45,Downtown
8933,Amanda Perez,2005-08-12,M,2020-04-05,157.61,ShoppingMall
#6502,Amanda Perez,1991/12/31,M,2022/11/13,140.24,AirportStore
9301,Arthur Black,1998-02-07,FEMALE,2022-10-17,131.21,OutletCenter
#8063,Melissa Green,1982-12-10,MALE,2020/02/06,30.68,Suburbs
2231,Clara Nguyen,2005/06/17,M,2022-01-03,111.49,AirportStore
6109,Julia Baker,1978-02-10,M,2023-07-05,169.99,ShoppingMall
#8074,Robert Green,1985-10-12,M,2021/01/09,185.01,AirportStore
9758,Lisa Ray,2005/08/02,F,2020-07-08,111.17,Downtown
#9662,Derek White,1985/09/11,M,2023/06/24,46.74,OutletCenter
#2073,Philip Wilson,2005/12/28,FEMALE,2021/11/07,134.25,OutletCenter
3987,Jack Price,1994/02/02,M,2020-09-19,21.68,Downtown
#3403,Michelle Hughes,1982/05/07,FEMALE,2022-08-02,148.56,ShoppingMall
#1184,Philip Black,1997-07-25,M,2020-10-23,79.11,OutletCenter
#2911,Samantha Brown,1985-03-20,FEMALE,2021/01/23,46.19,OutletCenter
7485,Julia Schmidt,1979/04/12,MALE,2023-07-09,154.48,OutletCenter
#10832,Jack Ray,1998/03/21,FEMALE,2022/03/30,177.17,Downtown
9399,Jack Ray,1982/07/06,MALE,2022-07-12,113.77,Downtown
#6423,Peter Black,1997/04/28,F,2020-06-24,114.80,ShoppingMall
#7468,Derek Price,1982-02-19,MALE,2021-04-18,82.46,AirportStore
6888,Robert Smith,1987/09/10,MALE,2021/10/15,38.29,Suburbs
3589,Michelle Johnson,1975-06-03,FEMALE,2023-12-31,45.82,Suburbs
8923,Samantha Nguyen,1985-06-07,MALE,2023-02-09,195.31,Downtown
5483,David Taylor,2000-10-24,FEMALE,2021-02-19,153.85,ShoppingMall
1589,Jack Ray,2001/04/03,FEMALE,2021-01-19,12.92,ShoppingMall
10951,Diana Perez,1985-02-12,F,2023-07-27,96.05,Suburbs
#6538,Joshua Kim,1977-11-18,FEMALE,2020-04-20,98.80,Suburbs
2472,Diana Hall,1996-12-05,F,2023-07-29,120.92,OutletCenter
#3079,Clara Davis,2004/11/16,F,2020-09-15,109.37,Downtown
6404,Philip Perez,1972/09/24,FEMALE,2021/09/23,93.66,OutletCenter
4341,Jerry Pereira,1987/12/13,M,2023-12-16,80.72,Downtown
1097,Emily Ray,1971-04-26,MALE,2022-03-02,134.25,AirportStore
#8828,Renan Clark,1992/07/20,FEMALE,2023-02-06,14.64,Downtown
#3616,Clara Hughes,2004/07/03,F,2023-12-26,191.84,OutletCenter
#6306,Renan Young,1977-01-29,FEMALE,2020-04-28,127.43,Suburbs
3514,Marcia Lee,2005/10/08,FEMALE,2021/09/06,44.48,AirportStore
8693,David Davis,2003-04-03,FEMALE,2023-12-29,173.41,Downtown
#4931,Karen Pereira,1991-12-25,FEMALE,2023-09-10,75.95,AirportStore
#2291,Philip Davis,1994-10-23,F,2021/06/29,143.66,Downtown
3666,David Kim,1975-11-09,MALE,2020/10/05,94.43,Suburbs
#1602,Bruna Kim,1990-05-03,F,2022-04-18,127.84,Downtown
#2479,David Rocha,1984-09-26,M,2020-10-06,84.45,AirportStore
#7786,Lisa Young,1971/12/08,FEMALE,2020/01/31,102.22,ShoppingMall
3550,Bruna Perez,1986/08/20,MALE,2021-02-23,160.14,Downtown
5072,Bruna Black,1999/07/15,MALE,2021-06-19,51.02,OutletCenter
3954,Jack Price,1983-03-08,MALE,2020/08/05,84.36,Suburbs
