order_id,customer_name,customer_dob,customer_gender,order_date,order_cost
9990,Julia White,1971/05/02,FEMALE,2022/01/18,42.39
10670,Sarah Pereira,2004-05-31,MALE,2023/05/17,112.56
#4768,Robert Ross,1983-07-21,FEMALE,2023-07-26,127.95
3904,Joshua Green,1985-08-25,FEMALE,2020-02-25,96.96
#3127,Jerry Johnson,1995-04-29,M,2023-12-01,61.99
#2136,Arthur Price,2003-01-08,FEMALE,2021-10-19,194.77
#5176,Diana Ross,1997-08-15,FEMALE,2023/09/10,107.60
#7724,Julia Carter,1972/10/17,M,2021/09/21,27.43
#5534,Samantha Thomas,1999-06-24,FEMALE,2021/09/02,102.43
1555,Jane Price,2004/07/22,MALE,2021-12-16,78.53
#10162,Samantha Kim,1992-01-10,M,2023-05-30,27.14
#8531,David Doe,1998-12-15,FEMALE,2020/09/08,181.30
5964,Marcia Black,2002-07-16,FEMALE,2023-06-14,85.30
4964,Anna Hall,1980/05/25,M,2023/05/20,51.12
#8706,Sarah Baker,1982/12/15,M,2022-05-28,118.08
9332,Julia Davis,2002/10/23,MALE,2022/10/20,76.64
2554,Mike Ross,1991/04/18,FEMALE,2021/04/22,166.61
4910,Clara Brown,1980/07/31,M,2020/02/21,52.59
#4354,Anna Scott,2004/03/07,MALE,2022/06/11,25.01
#1770,Bruna Johnson,1976/06/05,MALE,2022/06/27,187.50
#8513,Emily Smith,1990/12/17,MALE,2022-04-24,58.17
#4086,Jack Hall,1983/09/16,M,2023/09/27,199.93
#3084,Amanda Perez,1987/12/12,FEMALE,2022/01/09,175.96
7599,Melissa Black,1974-08-17,F,2021/06/09,52.90
#9210,Jason Thomas,1989/04/08,FEMALE,2020/11/23,106.20
6262,Clara Martins,1990/04/16,FEMALE,2023/10/02,96.34
#7160,David Hughes,2005-11-12,FEMALE,2023-07-29,95.66
4895,Philip Scott,1985/11/05,FEMALE,2020/02/27,168.62
10044,Samantha Brown,1990/05/27,M,2021-11-29,178.69
1329,Philip Kim,1983-01-24,F,2020-07-04,38.72
#2434,Jane Ray,1994/02/06,MALE,2023/05/28,136.03
#6419,Joshua Taylor,1974-09-01,F,2022-10-21,119.02
#9535,David Kim,2003-12-24,FEMALE,2020-10-04,177.08
#10292,Bruna Lee,2003-01-18,M,2022-02-19,132.76
3855,John Hughes,1975/11/18,FEMALE,2020-02-13,122.33
3617,David Wilson,1988/03/16,M,2023/11/21,103.18
#4266,Bruna Kim,1970-05-25,FEMALE,2022/09/16,117.90
5539,Arthur Nguyen,1996/06/14,MALE,2022/04/13,153.07
4569,Lisa Brown,1973-08-25,M,2022/09/14,123.06
8991,Peter Young,1999/09/16,M,2022-07-24,32.59
7824,Lisa Price,1996/04/04,M,2023/08/29,34.17
10224,Julia Kim,1993-10-08,F,2020-03-03,175.70
4265,Jack Doe,1991-05-08,F,2021/09/10,142.45
1994,Diana Johnson,1976-12-26,MALE,2023/12/18,38.50
#4702,Diana Perez,2004-09-14,M,2021-06-19,39.66
#1813,John Ray,1976-07-21,M,2021-09-15,22.79
9502,Amanda Martins,1994-09-18,M,2020-02-08,80.16
2738,Monica Scott,1987/01/05,M,2022/09/30,121.71
5902,Jason Thomas,1981/05/19,F,2021/01/02,90.98
8677,Mike Baker,2005-06-28,MALE,2020/01/07,79.12
7864,Julia Black,1989/06/04,M,2020-07-22,87.26
3549,Sarah Smith,1980-02-11,FEMALE,2020/08/26,65.40
8124,Michelle Nguyen,1997/06/26,MALE,2023-01-11,68.13
#8328,Diana White,1985-05-27,F,2020/08/21,17.52
2758,Arthur Carter,1996-09-04,FEMALE,2022/05/22,183.96
#10927,Arthur White,1974-12-09,F,2023-12-23,183.07
#10860,Sarah Ross,2004-09-17,F,2023-08-14,85.51
9855,Amanda Hughes,1995-10-27,MALE,2023-07-10,92.94
1277,Samantha Smith,1986-07-06,MALE,2021-08-26,100.44
10949,Derek Schmidt,1972-04-05,F,2021-05-22,56.38
#4650,Julia Clark,1979/09/03,FEMALE,2023/05/04,198.55
#9936,Anna Carter,1983/11/19,FEMALE,2023-01-28,93.47
6975,Philip Rocha,1982/06/12,FEMALE,2022-06-16,52.52
10108,Arthur Kim,1982/03/22,M,2023/06/17,198.66
#2941,Jason Perez,2002/06/08,M,2021-10-29,70.53
9579,David Scott,1998-12-22,F,2023-07-09,75.26
6095,Bruna Rocha,1970-04-13,FEMALE,2021-11-20,65.05
1888,Julia Rocha,1981/06/24,MALE,2023-05-31,90.64
#9485,Amanda Young,1985/01/23,M,2020/06/28,55.09
7298,Monica Nguyen,2000/10/26,MALE,2021/04/13,30.60
#6453,Sarah Pereira,2001/01/21,M,2021/07/08,19.26
2846,Diana Hall,1998/11/12,MALE,2021-09-24,107.74
5773,Melissa Perez,1994/12/30,F,2023/05/14,100.97
6585,Anna Perez,1993/06/03,F,2023-12-09,87.64
#2922,Derek Baker,2000/10/17,MALE,2023/02/02,116.57
9054,Melissa Rocha,1979/10/10,F,2023/11/27,111.72
3829,Jason Young,1994-01-07,FEMALE,2022/11/21,18.68
#9240,Melissa Pereira,1978/04/15,F,2021/08/27,163.67
#9298,Samantha Ray,2005-04-05,FEMALE,2021-07-31,150.38
#7057,Samantha Baker,1976-09-05,F,2022-01-03,66.46
8869,Mike Rocha,1986/03/12,M,2022-11-14,55.42
9499,Philip Hughes,1979-03-09,MALE,2022-04-08,16.93
7210,Peter Baker,2005-09-10,F,2022/05/19,53.34
6886,Jack White,1984-02-27,FEMALE,2021-08-25,27.64
9432,John Ray,1997-06-18,F,2023-04-26,191.50
8360,Jerry Smith,1977/11/04,M,2020-02-27,116.74
7197,Derek Perez,1972-05-11,MALE,2020-06-12,48.85
2245,Clara Nguyen,2001/03/27,FEMALE,2020-09-18,58.37
#5594,Michelle Wilson,1983/08/29,F,2021-01-10,153.58
4534,Sarah Brown,1993/03/07,F,2020-08-07,130.22
#4085,Amanda White,1993-12-27,FEMALE,2023-12-29,69.95
1830,Diana Lee,1986/01/28,F,2020-09-20,100.22
#7994,Amanda Martins,2003-09-23,FEMALE,2022-10-08,174.37
#10161,Joshua Pereira,1997/08/19,F,2023/04/02,158.31
4653,Philip White,1984/10/20,F,2021-05-17,144.84
#7816,Michelle Price,1993/11/28,M,2022/06/28,48.85
#5857,Samantha Baker,2005-08-19,F,2022-06-02,75.01
4610,Bruna Young,1972/04/08,M,2023-09-09,173.68
3496,Amanda Kim,1989/05/04,MALE,2022-08-04,78.89
9018,Samantha Scott,1982-03-08,FEMALE,2023/12/26,130.82
4054,Philip Carter,1986-03-09,FEMALE,2021/02/09,188.67
7222,Michelle Clark,1998/10/07,F,2021-11-27,68.30
#2127,Diana Kim,1998/02/15,F,2023-11-22,108.74
1361,Melissa Perez,1983-07-10,F,2020-09-05,124.19
#6960,Mike Young,2002/01/18,F,2023/07/09,142.59
9409,Bruna Hall,1974-06-10,FEMALE,2020-06-24,178.78
#10709,Jane Green,1981-08-04,F,2023/09/23,31.06
5373,Renan Carter,1976/08/25,MALE,2020/11/30,163.69
5693,Arthur Scott,2001/05/15,M,2020-09-20,163.75
#3202,Monica Clark,1996-02-29,F,2020/07/13,158.77
#10385,Marcia Young,1987/10/22,F,2022-03-21,47.03
#7198,Derek Hall,1982-07-13,FEMALE,2021-08-02,59.93
#5167,Bruna Wilson,1987/03/04,FEMALE,2021/10/18,195.28
10536,Jerry Pereira,1994/02/15,MALE,2022/05/18,31.68
#5664,Robert White,1989-11-26,MALE,2023-12-05,69.65
#8121,Joshua Ray,1987-06-27,M,2020/02/24,40.83
4222,Lisa Lee,1970/05/02,F,2021-03-25,133.95
3571,Arthur Johnson,1975-03-06,FEMALE,2023/12/07,89.31
4839,Lisa Young,1984-05-12,FEMALE,2023-02-12,23.81
#7102,John Clark,1979-07-04,MALE,2023-08-24,122.77
#5010,Karen Smith,1989/02/01,M,2021/03/21,192.19
#5368,Clara Nguyen,1982-09-05,MALE,2022-12-18,18.11
4317,Philip Martins,2004-09-11,M,2023-12-04,114.56
#10737,Melissa Hall,1991/03/27,FEMALE,2023/02/15,80.52
#3115,Diana Rocha,1982-04-06,FEMALE,2023-04-08,22.08
6579,Jason Scott,1976/03/25,F,2022-04-23,170.35
9409,Jason Kim,1994/08/08,MALE,2021/03/05,30.21
7393,Robert Wilson,1998/10/04,MALE,2021/02/11,10.48
3679,Jack Scott,1993/08/11,FEMALE,2023-05-07,130.90
8462,David Young,1979-08-09,F,2021/09/05,121.99
4523,Derek Davis,1975/10/09,M,2023-11-16,105.16
4091,Clara Ray,1998/12/21,FEMALE,2023-01-31,51.63
#6293,Julia Johnson,1987/07/09,FEMALE,2022-05-24,64.11
#5285,Derek Perez,2002/05/21,M,2022/11/23,88.53
9958,Julia Ray,1981/01/25,MALE,2023/02/10,83.08
#4331,Julia Green,1985-06-09,FEMALE,2020-09-30,150.10
#10069,Jerry Perez,2005/11/04,FEMALE,2023/02/02,72.63
#3596,Derek Green,1980/05/30,MALE,2022-06-22,19.66
#3965,Bruna Green,1973/01/29,F,2023/05/07,119.39
2238,Jane Smith,1991-02-15,FEMALE,2022/10/16,128.23
3196,Karen Green,2004/04/27,MALE,2022-07-12,179.25
#4760,Peter Black,1975-09-26,F,2020/03/14,158.30
4247,Michelle Ray,1974-06-15,M,2022/02/12,72.18
4272,Philip Nguyen,1980-11-18,MALE,2020-09-07,197.76
5255,Derek Pereira,1992/10/06,M,2020/08/11,112.14
6352,Arthur Ray,1982-09-10,F,2022-09-06,89.04
10222,Marcia Smith,1982/03/08,F,2022/03/04,172.18
#7338,Monica Ray,1986-01-05,MALE,2023/03/14,68.87
#8602,Marcia Perez,1973-08-23,M,2020/08/25,54.16
1287,Melissa Hall,1978/10/14,FEMALE,2020/05/19,15.56
#10543,Lisa Scott,2002/11/22,FEMALE,2023/06/25,189.54
5068,Jack Kim,1996/05/27,FEMALE,2022-10-02,170.57
#9507,David Carter,1981-12-05,FEMALE,2020/08/21,152.58
#5075,Jack Ray,1978-02-22,F,2021-06-07,170.12
#10928,Bruna Perez,1979/10/12,FEMALE,2023/08/23,47.89
2210,Jane Scott,1994/05/28,F,2023/01/13,49.40
6954,Lisa Taylor,1975-04-27,FEMALE,2023/11/03,17.76
5403,Lisa Wilson,2001-03-27,M,2023-08-09,160.59
9915,Melissa Schmidt,2001-02-06,M,2021-11-22,184.42
3810,Jerry Hall,1997-06-15,F,2022-07-31,185.32
7370,Philip Ray,1983-11-15,FEMALE,2023-02-18,70.35
#1558,Robert Hughes,1992-02-29,F,2020/05/08,25.06
9609,Lisa Brown,2005-05-26,M,2022-08-11,101.69
#9396,Michelle Young,2001/08/11,M,2020-05-15,92.39
#8243,Monica Scott,1989/11/12,FEMALE,2022-08-01,173.58
8231,Anna Pereira,1978/02/08,MALE,2021/07/09,173.65
5375,Jerry Ray,1985-12-30,F,2020-03-30,116.99
10469,Diana Smith,1973-09-16,FEMALE,2021-04-03,90.87
7587,Jerry Smith,2001/12/15,MALE,2020/02/20,105.60
#10122,Mike Martins,1991-11-20,MALE,2020-02-15,114.25
#4789,Philip Brown,1984-02-01,MALE,2023/02/11,181.29
3909,Renan Kim,1978/03/28,M,2020/02/02,181.15
6370,Sarah Carter,1989-07-28,F,2023/06/28,62.86
#2488,Joshua Clark,2004-09-03,M,2023-08-27,89.45
7977,Melissa Lee,1991/11/04,M,2021-01-19,187.13
5998,Monica Black,1999-07-11,M,2022/05/06,25.58
#9599,John Nguyen,2001/12/30,MALE,2021/04/17,25.83
8065,Arthur Black,1987-10-08,F,2020-08-25,127.64
#10547,Robert Wilson,1994/12/13,M,2021-06-26,159.83
#2560,Monica Rocha,1980-05-31,MALE,2020-03-24,104.94
5167,Joshua Ray,1981/03/19,M,2022/02/11,198.07
#3836,Anna Scott,1989/11/26,M,2022/02/04,161.54
4711,David Hall,1996-12-06,F,2021/10/30,146.65
#7878,Clara Wilson,1995/09/05,FEMALE,2021-05-21,69.16
#10475,Samantha Price,1995-11-06,M,2023-09-14,96.19
7977,Amanda Green,2005/12/27,M,2022-12-11,49.68
#4690,Jerry Hall,1995-03-19,FEMALE,2021/09/17,60.41
#3384,Peter Davis,1971-03-21,FEMALE,2020-05-05,171.43
4877,Karen Ross,1981/11/13,M,2023-10-13,91.57
8829,Samantha Price,1981/10/22,M,2021/09/03,145.86
3002,John Lee,1983-07-14,F,2020/03/14,50.27
#3888,Peter Black,1980/10/22,F,2023/08/13,85.34
#5922,Julia Hughes,1979/06/04,FEMALE,2021-10-13,14.23
#7297,David Ray,1972-10-25,FEMALE,2021/06/17,59.16
#2399,Derek Brown,1979/10/26,MALE,2021-07-11,38.26
1179,Karen Hall,1986-09-25,M,2020/07/23,98.67
3113,Renan Thomas,1983-09-19,F,2022/05/25,95.20
7330,Samantha White,2005-11-17,F,2022-01-17,174.88
#8884,Sarah Young,1996-08-02,MALE,2022/12/31,49.38
#10254,Monica Ross,1975/02/05,FEMALE,2023/09/22,56.27
10579,Philip Baker,1978-04-22,FEMALE,2020-09-29,184.57
#4351,Amanda Perez,2000/08/12,F,2021-09-07,143.13
7966,Julia Thomas,1976/05/27,F,2021/05/15,18.94
#2073,Melissa Hall,1975-04-03,F,2023-09-11,117.44
#8552,Marcia Rocha,2000-04-16,F,2021/06/17,171.57
7063,Jason Brown,1980-07-31,MALE,2022-10-03,168.85
10873,Marcia Wilson,1991/03/18,FEMALE,2021-08-29,84.83
#7301,Diana Ray,1983/02/26,FEMALE,2021-07-09,128.50
#10214,Emily Rocha,1978/12/15,F,2023/05/16,78.67
#1638,Renan Doe,1985-08-10,MALE,2022-10-21,108.72
2290,Bruna Schmidt,1986/05/04,M,2020-03-03,32.10
1371,Arthur Thomas,1977-05-13,F,2022/07/26,118.89
1662,Jack Kim,2000/03/09,MALE,2020/11/19,142.83
#7098,Anna Hall,1994/01/14,FEMALE,2020/07/03,35.52
#6421,Mike Martins,2000/03/31,F,2022/05/17,23.02
#6774,Julia Wilson,1988/02/12,M,2023/03/21,127.27
10481,Robert Pereira,1992-04-07,FEMALE,2023-10-02,21.86
4939,Mike Clark,1972/12/15,M,2020-11-02,159.94
3416,Julia Clark,1991-08-27,FEMALE,2021/12/08,123.32
4953,David Carter,1981-12-26,FEMALE,2023-10-18,61.68
9319,Bruna Rocha,1984/12/27,FEMALE,2021/05/07,44.92
7245,Emily Clark,1997-02-17,M,2023/05/14,199.34
1918,Arthur Black,1995-04-29,F,2021-04-01,114.83
8192,Philip Smith,1970-06-23,M,2020-11-14,95.59
5273,Renan Hughes,1999-11-27,FEMALE,2023-04-27,171.65
5065,John Schmidt,1982-11-11,MALE,2020/01/01,97.42
9336,Julia Baker,1998-01-10,FEMALE,2023/05/15,25.57
7819,Monica Wilson,1975/04/19,M,2022/01/29,174.45
4967,Jack Young,1999-12-05,MALE,2022/10/08,60.30
#5913,Renan Nguyen,2004/08/13,M,2023/01/08,154.64
#5598,Sarah Smith,1998/11/02,MALE,2020/04/20,38.60
#2395,John Taylor,1986/06/06,MALE,2020-12-28,122.42
#5419,Renan Thomas,1989-03-04,F,2020/05/13,10.31
#10658,Robert White,1982/02/09,MALE,2020/06/29,168.67
#10717,David Taylor,1998/10/30,M,2022/03/13,80.89
8620,Anna Lee,2004/08/31,MALE,2022-12-23,175.22
10065,Joshua Ross,1999/07/04,FEMALE,2021-10-04,38.44
#1063,David White,1976-07-27,M,2020/10/18,137.73
1021,Joshua Scott,1992-06-03,F,2021-10-23,186.15
5739,Jerry Smith,1983-06-09,M,2021-03-04,35.70
#3476,Joshua Price,1999/12/06,FEMALE,2023-02-22,141.75
6714,Lisa Davis,2000-10-10,FEMALE,2021/06/02,13.75
3739,Jason White,1990/04/18,MALE,2023-06-30,104.61
#3672,Jason Doe,1970-12-27,FEMALE,2023-03-05,168.20
9768,Sarah Rocha,1970-08-31,F,2021/01/22,148.04
1173,Amanda White,2005-08-23,F,2020/03/12,147.05
#3979,Bruna Black,1986/12/30,MALE,2021/01/28,25.67
#9861,Lisa Green,1972-08-21,MALE,2023/02/10,55.15
#7320,Robert Doe,1970-12-02,FEMALE,2021/12/07,129.30
3860,Joshua Black,1979-06-16,FEMALE,2020/02/01,161.83
#8856,John Pereira,1987/12/27,F,2020/08/13,13.88
6410,Diana Young,1980-05-30,F,2021-06-03,65.97
#7476,Anna Hall,1984/08/15,F,2023-06-18,178.00
3145,Amanda Kim,1980-12-07,M,2021-04-30,42.82
#2500,Amanda Black,2003/01/24,FEMALE,2021/02/06,86.45
1312,Jack Price,1997-10-06,M,2022/05/12,147.80
2884,Jerry Schmidt,1985-10-02,M,2023/07/13,180.97
6738,Jack Taylor,1984/04/26,M,2023-11-08,103.46
#8684,Clara White,1970-07-06,MALE,2021-12-26,171.04
7145,Joshua Thomas,1987/06/05,M,2022/06/20,94.92
10216,Julia Hall,1981-04-25,FEMALE,2023/10/29,57.49
#2759,Jason Johnson,2004-08-12,FEMALE,2021/11/12,36.65
1683,Sarah Wilson,1975/04/25,F,2021-02-07,127.69
#6027,John Kim,1979/04/28,MALE,2021-07-30,129.95
5821,Robert Wilson,1982/07/02,F,2021-04-18,49.22
2134,Derek Young,1982-12-27,F,2022-05-12,116.71
#7907,Julia Young,1971-12-18,FEMALE,2023-09-25,41.23
1111,Melissa Carter,1985-05-11,FEMALE,2023/06/20,140.07
#4119,Robert Rocha,2005-11-23,FEMALE,2021-03-20,198.58
10878,Amanda Price,1995/09/26,MALE,2020/08/29,199.83
2424,Jerry White,1986-05-08,FEMALE,2022/11/23,133.20
#9101,Derek Ray,2005-06-02,M,2022/10/25,157.63
#2868,Jane Rocha,1987/02/16,M,2023/07/01,17.01
10188,Melissa Pereira,1998-10-31,MALE,2021/06/26,25.60
#6769,Mike Pereira,1980/07/12,MALE,2022/07/22,172.93
#7472,Philip Young,2000-06-17,F,2023/11/10,14.16
8401,Jane Ross,1979-12-06,FEMALE,2022-01-07,150.37
#8749,Robert Davis,1975/07/17,FEMALE,2021/09/21,65.83
#7532,David Johnson,1993/06/17,F,2023/02/18,39.24
5871,Lisa Johnson,1999-03-12,M,2022/12/13,175.34
6047,Jane Ross,2002-04-03,FEMALE,2023-12-30,15.61
#9271,Arthur Martins,1983/02/05,M,2023-09-10,66.18
#4030,Michelle Brown,2000-09-16,MALE,2022/07/15,30.05
2575,John Price,1971/05/16,MALE,2021/06/11,36.85
#1285,Renan Kim,1985-05-02,M,2020-12-08,151.11
#3944,Philip Lee,1983-12-17,FEMALE,2023/08/07,172.92
7872,John Smith,1973/10/27,F,2023/08/31,164.13
#7216,David Wilson,1983/10/19,F,2022-06-02,125.41
10540,Anna Perez,1981-08-16,F,2023-02-12,129.40
2982,Renan Ross,2000-04-07,FEMALE,2020-10-07,47.91
6168,Sarah Scott,1997-07-15,FEMALE,2023/06/15,57.19
10291,Monica Ray,1984-06-18,M,2023/07/15,157.91
6865,Anna Nguyen,1972-03-07,M,2021-06-10,113.97
9133,Sarah Hall,1977/07/01,MALE,2023/05/01,119.44
6951,Jack Hall,2004/07/30,F,2020-06-19,144.59
10039,Joshua Thomas,2003-03-26,M,2021-01-04,58.79
1105,Diana Thomas,2001/01/18,FEMALE,2023-10-31,139.74
10958,Philip Kim,1995-09-23,MALE,2021-01-26,112.11
#9489,Philip Smith,1997/06/26,F,2021-05-22,165.22
6171,Samantha Baker,1977-10-02,FEMALE,2023/03/26,166.23
#10980,Anna Pereira,1979-06-28,M,2020-04-26,15.37
3604,Michelle Martins,1981-04-11,M,2021/11/25,196.17
5446,Samantha Clark,1982-12-04,M,2022/02/25,180.11
10951,Samantha Hall,1975-07-13,F,2023/11/14,138.19
#8608,Sarah Black,1977/03/22,FEMALE,2021/07/17,71.90
#9742,Clara Ray,2005-07-19,F,2020/12/24,140.28
#4194,Bruna Perez,1981/01/19,F,2020/02/09,133.63
8954,Amanda Smith,1986-08-15,M,2021/03/19,12.11
8860,Robert Wilson,2005-07-12,M,2023-07-16,140.73
#8885,Renan Davis,1995-05-28,MALE,2023-12-31,48.66
1294,Amanda Nguyen,2004/10/21,FEMALE,2021-04-14,189.94
#9930,Robert Wilson,1997/12/08,FEMALE,2020-06-18,109.28
5014,Bruna Rocha,1975/12/29,M,2021-04-18,51.23
8834,Lisa Hall,2003-11-13,FEMALE,2022/10/05,66.15
1498,Derek Martins,1998/02/26,MALE,2021/08/13,186.15
5186,Anna Black,1985-06-29,MALE,2020/06/05,126.93
#9918,Arthur Young,1976-11-04,F,2022/06/27,93.84
#8295,Emily Rocha,1973/08/04,F,2020-04-03,43.98
6910,Derek Wilson,1974-01-13,F,2023-05-02,173.82
#9882,Derek Taylor,2002/12/23,FEMALE,2022-02-06,52.50
10829,Jason Carter,2001-04-16,M,2023/09/01,10.65
#7034,Lisa Carter,1998-10-05,F,2021/12/28,31.54
#1735,Clara Rocha,1982-07-19,FEMALE,2020-03-30,124.00
#1994,Philip Schmidt,1997-07-19,M,2022-10-06,186.54
6053,John Rocha,1975-05-13,F,2022-09-17,39.06
#6052,Philip Ross,1993/12/09,FEMALE,2020-05-21,107.82
3802,Michelle Young,1981/01/19,MALE,2020-09-12,185.24
#7403,Jack Brown,1984/04/10,FEMALE,2023/02/17,149.03
8009,John Brown,1997/12/22,F,2022-12-22,86.29
#1886,Mike Thomas,1990/04/03,M,2023/12/09,83.08
#10998,Jerry Pereira,1998-11-03,MALE,2023/09/20,168.11
#8062,Samantha Pereira,1973/06/19,MALE,2023/06/28,42.76
#1520,Jason Hall,1991/04/14,F,2020-03-08,126.70
#5351,Joshua Hughes,1992/03/07,FEMALE,2021-11-13,80.47
#6566,Samantha Green,1990/01/09,FEMALE,2020-12-02,165.37
#5736,Robert Doe,1982-01-14,FEMALE,2020-06-29,171.97
#1488,Jane Schmidt,2000/02/09,MALE,2020-10-07,144.87
10356,Jason Price,2003/10/22,MALE,2021/12/14,172.47
5821,Arthur Schmidt,1974/10/19,M,2021-12-14,97.53
7895,Arthur Thomas,2001-07-13,MALE,2023-06-29,69.50
5979,Joshua Nguyen,2004-06-22,F,2020/06/20,94.23
#1416,Bruna Brown,1984-11-29,M,2020-08-11,74.56
#7404,Renan Green,1987-04-28,FEMALE,2021-09-12,11.41
#5737,Sarah Smith,1985-12-19,FEMALE,2022-09-09,51.52
9451,Derek Martins,2004/02/04,MALE,2021-07-29,97.34
#3553,Philip Lee,1990/06/26,M,2020/07/11,66.99
8012,John Hall,1978-06-10,MALE,2021-08-20,129.98
#8655,Anna Perez,1977/11/11,MALE,2022/05/14,127.40
3806,Clara Smith,2004-03-29,M,2023/09/27,88.36
#5820,Monica Nguyen,1974-12-28,MALE,2021-05-04,136.96
#8527,Anna Scott,1992/12/27,MALE,2021-08-22,35.87
5112,Amanda Davis,1987-05-12,FEMALE,2020-11-27,122.75
2556,Peter Young,1987-02-28,FEMALE,2020-02-04,175.54
#6678,Jerry Ray,1986/01/07,MALE,2021-03-27,24.77
#10262,Diana Ross,1992/10/11,M,2022/09/27,152.38
#3523,Sarah Davis,2005-01-06,M,2022-03-01,150.91
9027,Emily Taylor,1996-12-24,FEMALE,2023-02-17,155.23
8237,Diana Ross,1994-10-14,MALE,2022-01-15,153.73
#10790,Jack Clark,1971-12-18,F,2022-06-21,109.90
1376,Lisa Hall,1979-03-24,FEMALE,2021-01-30,75.54
7638,Arthur Brown,1975-06-28,F,2020-04-23,182.08
6799,Julia Nguyen,1983/04/15,MALE,2022/07/15,135.80
#7290,Karen Clark,1993/12/01,F,2022-02-22,67.07
1310,Jason Davis,2005-07-29,F,2021-02-02,168.51
#7252,Emily Black,1988/06/19,FEMALE,2021/06/09,107.36
5604,Joshua Hall,1985-10-03,M,2022/09/15,110.08
8936,Jack Young,1986/05/30,MALE,2023-01-19,170.99
1539,Karen Green,1995-01-01,FEMALE,2020/05/28,188.47
5867,Arthur Hughes,2001-12-12,FEMALE,2020/07/23,19.01
8749,Robert Ray,1996-08-19,FEMALE,2020/02/03,190.64
#8394,Monica Ray,1978/04/21,M,2023/12/17,187.62
4097,Renan Rocha,1993/07/04,MALE,2022-09-06,131.43
#7399,Robert Clark,1976/10/31,MALE,2020/04/27,170.91
4457,Amanda Price,1973/08/11,FEMALE,2023-12-31,195.77
#3416,Michelle Davis,1970/09/10,M,2020-07-20,61.18
3683,Emily Pereira,1994/03/15,FEMALE,2021-03-20,138.08
#6514,David Kim,1996/12/18,F,2020/04/11,71.64
4606,Derek Ross,1987-06-02,M,2022-12-28,156.25
#4563,Samantha Rocha,1982-09-07,MALE,2020/12/21,87.72
#10421,Anna Carter,1990/12/06,F,2020-10-27,58.45
2695,Marcia Black,1974-11-23,M,2020/04/01,126.06
#4043,Melissa Lee,1979-11-24,MALE,2021/02/03,46.00
8425,Bruna Taylor,2005-12-11,F,2020/12/19,124.42
#7229,Sarah Hall,1983/12/16,MALE,2020-03-06,66.99
#1047,Joshua White,1989-03-20,FEMALE,2020-06-15,125.40
5962,Monica Pereira,1974-11-29,F,2022-07-19,90.47
4061,Mike Ross,1983/07/14,FEMALE,2021-02-06,198.49
#2534,Jack Price,1986/06/16,F,2023/11/04,95.32
8773,Clara Wilson,1995-07-14,MALE,2020/10/15,96.21
4824,Lisa Hall,1987/10/22,M,2023/06/21,195.90
9388,Clara White,1971-11-03,MALE,2023/06/04,192.86
#8994,Jason Doe,2001-09-05,FEMALE,2022/07/13,42.06
#2161,John Lee,2001/02/01,MALE,2023-09-17,45.19
9517,Peter Green,1983/03/16,M,2020-01-04,199.40
4555,Jason Young,1971/01/23,M,2022-04-24,132.51
#5682,Michelle Johnson,1972/02/08,M,2022/07/05,145.43
#8493,Peter Clark,2001/12/11,MALE,2023-11-18,159.47
